,brand_ch,brand_en,cleaned_brand,sim,certain,U
555,科帥,,科帥,"[('專科', 50)]",[],0
556,極淨適,,極淨適,"[('極淨', 80)]","[('極淨', 80)]",1
557,南門魚丸,,南門魚丸,[],[],0
558,享味食光,,享味食光,"[('享食尚', 57)]",[],0
559,金蜜蜂,,金蜜蜂,"[('蜜蜂工坊', 57)]",[],0
560,和田順,,和田順,"[('和田寬', 67), ('和田館', 67)]",[],0
561,維他盒子,,維他盒子,"[('維他麥', 57), ('愛維他', 57), ('維他露', 57), ('鷹記維他', 50)]",[],0
562,上田,,上田,"[('濱田', 50), ('安田', 50), ('上豪', 50), ('田記', 50), ('盛田', 50), ('御田', 50), ('上元', 50)]",[],0
563,貝利達,,貝利達,[],[],0
564,海滴,,海滴,"[('滴露', 50), ('海昌', 50), ('滴牌', 50), ('海爾', 50), ('海瑞', 50), ('旺滴', 50), ('海饌', 50), ('別海', 50)]",[],0
565,小安安,,小安安,"[('安安', 80)]","[('安安', 80)]",1
566,義美生醫,,義美生醫,"[('義美', 67), ('健美生', 57), ('大研生醫', 50), ('船井生醫', 50), ('台塑生醫', 50), ('百喬生醫', 50), ('陽明生醫', 50)]",[],0
567,健身大師,,健身大師,"[('麵大師', 57), ('金牌大師', 50)]",[],0
568,美樂,,美樂,"[('美私樂', 80), ('刷樂', 50), ('義美', 50), ('美琪', 50), ('樂邁', 50), ('福樂', 50), ('樂天', 50), ('美則', 50), ('樂金', 50), ('泡樂', 50), ('樂活', 50), ('美寧', 50), ('樂趣', 50), ('麗美', 50), ('源美', 50), ('美琦', 50), ('美的', 50)]","[('美私樂', 80)]",1
569,龍宏,,龍宏,"[('龍鳳', 50), ('黑龍', 50), ('金龍', 50), ('龍泉', 50), ('龍馬', 50), ('佳龍', 50)]",[],0
570,雪肌精,,雪肌精,[],[],0
571,聯碩,,聯碩,"[('禾聯', 50), ('聯統', 50)]",[],0
572,臺虎,,臺虎,"[('虎牌', 50), ('臺鹽', 50), ('虎屋', 50), ('日虎', 50), ('虎牙', 50)]",[],0
573,林鳳營精品優格,,林鳳營精品優格,"[('林鳳營特濃優格', 71), ('林鳳營簡單點優格', 67), ('味全林鳳營', 50)]",[],0
574,健而婷,,健而婷,[],[],0
575,小魚嚴選,,小魚嚴選,"[('馬修嚴選', 50)]",[],0
576,台灣農林,,台灣農林,"[('台農', 67), ('台灣啤酒', 50), ('台灣好漁', 50), ('台農崙背', 50), ('台灣伊日', 50), ('台灣三洋', 50), ('台灣g霸', 50), ('台灣好田', 50), ('台農燕巢', 50)]",[],0
577,燒肉工房,,燒肉工房,[],[],0
578,絲易康,,絲易康,[],[],0
579,名屋,,名屋,"[('名仕', 50), ('虎屋', 50), ('桃屋', 50), ('名悅', 50)]",[],0
580,台灣好漁,,台灣好漁,"[('台灣好田', 75), ('台灣啤酒', 50), ('台灣農林', 50), ('台灣伊日', 50), ('台灣三洋', 50), ('台灣g霸', 50)]",[],0
581,元山牌,,元山牌,"[('元山', 80), ('名山牌', 67)]","[('元山', 80)]",1
582,仁和園,,仁和園,[],[],0
583,芙絲,,芙絲,"[('絲花', 50)]",[],0
584,安親,,安親,"[('泰安', 50), ('貝親', 50), ('安安', 50), ('安田', 50), ('孝親', 50), ('安雅', 50), ('安爽', 50)]",[],0
585,名仕,,名仕,"[('麗仕', 50), ('威仕', 50), ('名屋', 50), ('寶仕', 50), ('派仕', 50), ('名悅', 50)]",[],0
586,農會,,農會,"[('農會牌', 80), ('西螺農會', 67), ('員山農會', 67), ('羅東農會', 67), ('古坑鄉農會', 57), ('台中市農會', 57), ('農心', 50), ('台農', 50), ('南投國姓農會', 50), ('國農', 50), ('綠農', 50), ('興農', 50)]","[('農會牌', 80)]",1
587,森林物語,,森林物語,"[('奈森克林', 50), ('健康物語', 50), ('寵愛物語', 50)]",[],0
588,南投國姓農會,,南投國姓農會,"[('農會', 50), ('國農', 50)]",[],0
589,健力士,,健力士,"[('健康力', 67), ('夫力士', 67)]",[],0
590,優品,,優品,"[('優生', 50), ('優活', 50), ('優柏', 50), ('品皇', 50), ('優護', 50)]",[],0
591,福忠字號,,福忠字號,[],[],0
592,純粹喝,,純粹喝,"[('純萃喝', 67)]",[],0
593,龍泉,,龍泉,"[('龍鳳', 50), ('英泉', 50), ('東泉', 50), ('黑龍', 50), ('金龍', 50), ('龍宏', 50), ('龍馬', 50), ('佳龍', 50)]",[],0
594,高山小濃,,高山小濃,[],[],0
595,統一生機,,統一生機,"[('統一', 67), ('統一陽光', 50), ('統一瑞穗', 50), ('統欣生技', 50), ('稻屋生機', 50), ('本家生機', 50), ('綠藤生機', 50)]",[],0
596,酵速工坊,,酵速工坊,"[('橘子工坊', 50), ('蜜蜂工坊', 50)]",[],0
597,揚子,,揚子,[],[],0
598,超級香,,超級香,[],[],0
599,喀爾巴阡,,喀爾巴阡,[],[],0
600,蕾莉歐,,蕾莉歐,[],[],0
601,大研生醫,,大研生醫,"[('大研', 67), ('義美生醫', 50), ('船井生醫', 50), ('大醫生技', 50), ('台塑生醫', 50), ('百喬生醫', 50), ('陽明生醫', 50)]",[],0
602,雅雪舒,,雅雪舒,"[('麗雅雪尼爾', 50)]",[],0
603,台農崙背,,台農崙背,"[('台農', 67), ('台灣農林', 50), ('台農燕巢', 50)]",[],0
604,唯可,,唯可,[],[],0
605,三洋,,三洋,"[('日本三洋', 67), ('台灣三洋', 67), ('三多', 50), ('三記', 50), ('統洋', 50), ('三鷹', 50), ('三菱', 50)]",[],0
606,麗克特,,麗克特,[],[],0
607,正負零,,正負零,"[('正負零±0', 86)]","[('正負零±0', 86)]",1
608,伊聖詩,,伊聖詩,[],[],0
609,優倍多,,優倍多,[],[],0
610,雲米,,雲米,"[('小米', 50), ('米家', 50), ('紅米', 50), ('雲谷', 50), ('米徠', 50), ('米物', 50), ('川雲', 50)]",[],0
611,蔚特尼思,,蔚特尼思,[],[],0
612,船井生醫,,船井生醫,"[('義美生醫', 50), ('大研生醫', 50), ('台塑生醫', 50), ('百喬生醫', 50), ('三井生技', 50), ('陽明生醫', 50)]",[],0
613,億長御坊,,億長御坊,"[('御衣坊', 57), ('御膳坊', 57)]",[],0
614,麒麟,,麒麟,[],[],0
615,博朗氏,,博朗氏,[],[],0
616,維康,,維康,"[('正康', 50), ('楓康', 50), ('康萃', 50), ('康澤', 50), ('悠康', 50), ('康朵', 50), ('康貝', 50), ('愛康', 50)]",[],0
617,奇檬子,,奇檬子,[],[],0
618,高地之泉,,高地之泉,"[('高慶泉', 57), ('酷之泉', 57), ('高地卡尼', 50), ('喜樂之泉', 50)]",[],0
619,藏鮮,,藏鮮,"[('鮮剖', 50)]",[],0
620,小兒利撒爾,,小兒利撒爾,[],[],0
621,星宇航空,,星宇航空,[],[],0
622,宇治園,,宇治園,[],[],0
623,北海道函館3.7鮮乳,,北海道函館3.7鮮乳,[],[],0
624,舒特膚,,舒特膚,[],[],0
625,易洗樂,,易洗樂,[],[],0
626,果物配,,果物配,[],[],0
627,多納,,多納,"[('三多', 50), ('多芬', 50), ('喜多', 50), ('多哥', 50), ('巧多', 50)]",[],0
628,海吉尼斯,,海吉尼斯,"[('海尼根', 57), ('吉妮斯', 57), ('吉尼寶貝', 50)]",[],0
629,古坑鄉農會,,古坑鄉農會,"[('農會', 57), ('庵古坑', 50), ('農會牌', 50)]",[],0
630,生活工場,,生活工場,"[('生活', 67), ('愛生活', 57), ('索樂生活', 50), ('生活良好', 50)]",[],0
631,天霖純水,,天霖純水,[],[],0
632,安加適,,安加適,[],[],0
633,麻膳堂,,麻膳堂,"[('御膳食堂', 57)]",[],0
634,康萃,,康萃,"[('原萃', 50), ('正康', 50), ('楓康', 50), ('維康', 50), ('康澤', 50), ('悠康', 50), ('康朵', 50), ('康貝', 50), ('愛康', 50)]",[],0
635,葉璐芝,,葉璐芝,[],[],0
636,優效紡,,優效紡,[],[],0
637,義皇寶,,義皇寶,[],[],0
638,福樂鮮攪,,福樂鮮攪,"[('福樂一番鮮', 67), ('福樂', 67)]",[],0
639,柏尹芙,,柏尹芙,[],[],0
640,第一石鹼,,第一石鹼,"[('牛乳石鹼', 50)]",[],0
641,猛將,,猛將,"[('良將', 50)]",[],0
642,惠而浦,,惠而浦,[],[],0
643,大食客,,大食客,[],[],0
644,樂米亞,,樂米亞,[],[],0
645,沛特斯,,沛特斯,[],[],0
646,嵐閣,,嵐閣,[],[],0
647,威客維,,威客維,[],[],0
648,艾詩,,艾詩,"[('詩柔', 50), ('艾肯', 50)]",[],0
649,威金森,,威金森,[],[],0
650,麥維爾,,麥維爾,[],[],0
651,浪漫花語,,浪漫花語,[],[],0
652,衣桔棒,,衣桔棒,[],[],0
653,北日本,,北日本,"[('日本石鹸', 57), ('日本獅王', 57), ('日本花王', 57), ('日本味王', 57), ('日本三洋', 57)]",[],0
654,倍麗兒,,倍麗兒,[],[],0
655,36法郎,,36法郎,[],[],0
656,柳宗理,,柳宗理,[],[],0
657,名山牌,,名山牌,"[('元山牌', 67)]",[],0
658,小分子,,小分子,"[('勁小子', 67)]",[],0
659,歐斯恩,,歐斯恩,[],[],0
660,常春樂活,,常春樂活,"[('樂活', 67), ('索樂生活', 50)]",[],0
661,淨毒五郎,,淨毒五郎,[],[],0
662,茶之初,,茶之初,[],[],0
663,優柏,,優柏,"[('優生', 50), ('優活', 50), ('優品', 50), ('優護', 50)]",[],0
664,璞珞,,璞珞,[],[],0
665,伊德爾,,伊德爾,[],[],0
666,科德司,,科德司,[],[],0
667,貓戀人,,貓戀人,"[('戀戀情人', 57)]",[],0
668,新味,,新味,"[('味全', 50), ('味丹', 50), ('新生', 50), ('味王', 50), ('新格', 50), ('厝味', 50), ('味榮', 50), ('新奇', 50), ('鼎新', 50), ('鋒味', 50), ('和味', 50)]",[],0
669,鐵齒,,鐵齒,[],[],0
670,辣椒先生,,辣椒先生,[],[],0
671,金鹿,,金鹿,"[('大金', 50), ('金蘭', 50), ('丸金', 50), ('樂金', 50), ('金龍', 50), ('金岡', 50), ('金饌', 50), ('初鹿', 50), ('金車', 50), ('金寶', 50)]",[],0
672,全球寵物,,全球寵物,"[('寵物夥伴', 50), ('寵愛物語', 50)]",[],0
673,歐萊德,,歐萊德,[],[],0
674,植妍房,,植妍房,"[('植英房', 67)]",[],0
675,維他露,,維他露,"[('維他麥', 67), ('愛維他', 67), ('鷹記維他', 57), ('維他盒子', 57)]",[],0
676,寶多福,,寶多福,[],[],0
677,正牛,,正牛,"[('大正', 50), ('牛爾', 50), ('正康', 50), ('紅牛', 50), ('正豐', 50)]",[],0
678,良將,,良將,"[('猛將', 50), ('良爽', 50)]",[],0
679,碧而優,,碧而優,[],[],0
680,白雪,,白雪,"[('雪坊', 50), ('白鴿', 50), ('雪山', 50), ('白人', 50), ('雷雪', 50), ('雪比', 50), ('麗白', 50), ('白象', 50)]",[],0
681,稻屋生機,,稻屋生機,"[('統一生機', 50), ('本家生機', 50), ('綠藤生機', 50)]",[],0
682,日象,,日象,"[('象印', 50), ('日清', 50), ('日虹', 50), ('日虎', 50), ('日濢', 50), ('日青', 50), ('朝日', 50), ('白象', 50)]",[],0
683,國農,,國農,"[('農心', 50), ('台農', 50), ('國際', 50), ('農會', 50), ('南投國姓農會', 50), ('綠農', 50), ('國騰', 50), ('興農', 50)]",[],0
684,蓮發,,蓮發,[],[],0
685,御膳坊,,御膳坊,"[('御衣坊', 67), ('御膳食堂', 57), ('億長御坊', 57)]",[],0
686,新豆族,,新豆族,[],[],0
687,厝味,,厝味,"[('味全', 50), ('味丹', 50), ('味王', 50), ('新味', 50), ('味榮', 50), ('鋒味', 50), ('和味', 50)]",[],0
688,謙謙創藝,,謙謙創藝,[],[],0
689,維力媽媽麵,,維力媽媽麵,"[('維力炸醬麵', 60), ('維大力', 50)]",[],0
690,情人娃娃,,情人娃娃,"[('戀戀情人', 50)]",[],0
691,鴻嘉源,,鴻嘉源,[],[],0
692,羊舍,,羊舍,[],[],0
693,百翠氏,,百翠氏,[],[],0
694,蓓芙妮,,蓓芙妮,"[('芙夏妮', 67)]",[],0
695,原辰,,原辰,"[('原萃', 50)]",[],0
696,萊克蒂,,萊克蒂,"[('伊萊克斯', 57)]",[],0
697,稻田齒,,稻田齒,[],[],0
698,台鳳,,台鳳,"[('台鹽', 50), ('台酒', 50), ('台啤', 50), ('龍鳳', 50), ('台農', 50), ('台畜', 50), ('台塑', 50), ('台麗', 50), ('台塩', 50)]",[],0
699,綠農,,綠農,"[('農心', 50), ('台農', 50), ('綠的', 50), ('農會', 50), ('國農', 50), ('興農', 50), ('綠地', 50)]",[],0
700,林鳳營簡單點優格,,林鳳營簡單點優格,"[('林鳳營特濃優格', 67), ('林鳳營精品優格', 67)]",[],0
701,鬼洗,,鬼洗,[],[],0
702,台灣伊日,,台灣伊日,"[('台灣啤酒', 50), ('台灣農林', 50), ('台灣好漁', 50), ('台灣三洋', 50), ('台灣g霸', 50), ('台灣好田', 50)]",[],0
703,健康力,,健康力,"[('健力士', 67), ('蒸健康', 67), ('健康廚房', 57), ('健康曙光', 57), ('健康快遞', 57), ('健康物語', 57), ('每朝健康', 57), ('健康總匯', 57), ('愛伊健康', 57)]",[],0
704,憶霖,,憶霖,[],[],0
705,礦翠,,礦翠,[],[],0
706,靠茶,,靠茶,"[('茶月', 50)]",[],0
707,營養師輕食,,營養師輕食,[],[],0
708,朵舒,,朵舒,"[('舒潔', 50), ('舒跑', 50), ('舒澡', 50), ('髮朵', 50), ('康朵', 50), ('舒珊', 50)]",[],0
709,林內,,林內,"[('林內牌', 80), ('歌林', 50)]","[('林內牌', 80)]",1
710,佐登妮絲,,佐登妮絲,[],[],0
711,味榮,,味榮,"[('味全', 50), ('味丹', 50), ('味王', 50), ('新味', 50), ('厝味', 50), ('鋒味', 50), ('和味', 50)]",[],0
712,旺寶,,旺寶,"[('寶亨', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('藍寶', 50), ('卡旺', 50), ('寶島', 50), ('培寶', 50), ('寶仕', 50), ('金寶', 50), ('旺滴', 50), ('奇寶', 50), ('威寶', 50)]",[],0
713,艾美特,,艾美特,"[('艾維特', 67), ('艾特優', 67)]",[],0
714,雙飛燕,,雙飛燕,"[('雙燕牌', 67)]",[],0
715,戀戀情人,,戀戀情人,"[('戀戀', 67), ('貓戀人', 57), ('情人娃娃', 50)]",[],0
716,阿娟,,阿娟,[],[],0
717,虎屋,,虎屋,"[('虎牌', 50), ('臺虎', 50), ('名屋', 50), ('日虎', 50), ('桃屋', 50), ('虎牙', 50)]",[],0
718,金安心,,金安心,[],[],0
719,醇養妍,,醇養妍,[],[],0
720,江鳥咖啡,,江鳥咖啡,"[('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
721,滴牌,,滴牌,"[('虎牌', 50), ('滴露', 50), ('王牌', 50), ('海滴', 50), ('旺滴', 50)]",[],0
722,歐舒丹,,歐舒丹,[],[],0
723,屏科大,,屏科大,"[('屏大', 80)]","[('屏大', 80)]",1
724,新花漾,,新花漾,[],[],0
725,桔植坊,,桔植坊,[],[],0
726,鴻參,,鴻參,"[('參天', 50)]",[],0
727,風格,,風格,"[('春風', 50), ('風騰', 50), ('新格', 50), ('勳風', 50)]",[],0
728,福樂低脂優酪,,福樂低脂優酪,"[('福樂頂級優酪', 67), ('福樂', 50)]",[],0
729,麗白,,麗白,"[('白鴿', 50), ('麗仕', 50), ('白人', 50), ('白雪', 50), ('麗美', 50), ('麗莎', 50), ('麗奇', 50), ('台麗', 50), ('白象', 50), ('伊麗莎白雅頓', 50)]",[],0
730,台酒生技,,台酒生技,"[('台鹽生技', 75), ('台海生技', 75), ('台酒', 67), ('台灣啤酒', 50), ('統欣生技', 50), ('信東生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('台塑生醫', 50), ('遠東生技', 50), ('長庚生技', 50), ('三井生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]",[],0
731,顧可飛,,顧可飛,[],[],0
732,宏醫生技,,宏醫生技,"[('大醫生技', 75), ('台鹽生技', 50), ('統欣生技', 50), ('信東生技', 50), ('台酒生技', 50), ('遠東生技', 50), ('台海生技', 50), ('長庚生技', 50), ('三井生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]",[],0
733,睫老闆,,睫老闆,[],[],0
734,茶尋味,,茶尋味,[],[],0
735,箭牌馬,,箭牌馬,[],[],0
736,凱飛,,凱飛,"[('凱娜', 50)]",[],0
737,艾黎亞,,艾黎亞,[],[],0
738,廣吉,,廣吉,"[('吉蒸', 50), ('古吉', 50)]",[],0
739,李施德霖,,李施德霖,[],[],0
740,澤井咖啡,,澤井咖啡,"[('澤井', 67), ('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
741,康澤,,康澤,"[('正康', 50), ('楓康', 50), ('維康', 50), ('康萃', 50), ('悠康', 50), ('澤井', 50), ('康朵', 50), ('康貝', 50), ('愛康', 50), ('小澤', 50)]",[],0
742,珊諾,,珊諾,"[('諾得', 50), ('諾寶', 50), ('諾資', 50), ('舒珊', 50)]",[],0
743,一來順,,一來順,[],[],0
744,啡茶時刻,,啡茶時刻,[],[],0
745,諾資,,諾資,"[('諾得', 50), ('諾寶', 50), ('珊諾', 50)]",[],0
746,全效,,全效,"[('味全', 50)]",[],0
747,寶仕,,寶仕,"[('寶亨', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('麗仕', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('藍寶', 50), ('威仕', 50), ('寶島', 50), ('培寶', 50), ('名仕', 50), ('旺寶', 50), ('金寶', 50), ('派仕', 50), ('奇寶', 50), ('威寶', 50)]",[],0
748,千山淨水,,千山淨水,"[('山水', 67)]",[],0
749,美寧,,美寧,"[('義美', 50), ('美琪', 50), ('美則', 50), ('添寧', 50), ('寧記', 50), ('美樂', 50), ('克寧', 50), ('麗美', 50), ('源美', 50), ('美琦', 50), ('美的', 50)]",[],0
750,森歐黎漾,,森歐黎漾,[],[],0
751,雙豪,,雙豪,"[('上豪', 50), ('豪山', 50)]",[],0
752,特力屋,,特力屋,"[('因特力淨', 57)]",[],0
753,雅保,,雅保,"[('安雅', 50), ('雅方', 50)]",[],0
754,國騰,,國騰,"[('風騰', 50), ('惠騰', 50), ('國際', 50), ('國農', 50)]",[],0
755,小文輕,,小文輕,[],[],0
756,髮旺旺,,髮旺旺,"[('旺旺集團', 57)]",[],0
757,龍馬,,龍馬,"[('龍鳳', 50), ('寶馬', 50), ('黑龍', 50), ('金龍', 50), ('龍宏', 50), ('龍泉', 50), ('佳龍', 50), ('巴馬', 50), ('汗馬', 50)]",[],0
758,歐客佬,,歐客佬,[],[],0
759,麗汝齒,,麗汝齒,[],[],0
760,藏咖啡,,藏咖啡,"[('皇雀咖啡', 57), ('卡薩咖啡', 57), ('江鳥咖啡', 57), ('澤井咖啡', 57), ('伯朗咖啡', 57), ('咖啡廣場', 57), ('咖啡工廠', 57), ('女皇咖啡', 57), ('興波咖啡', 57), ('熊愛咖啡', 57), ('微美咖啡', 57), ('愛戀咖啡', 57), ('樂家咖啡', 57), ('湛盧咖啡', 57), ('成真咖啡', 57), ('齋藤咖啡店', 50), ('咖啡綠商號', 50)]",[],0
761,永信牌,,永信牌,"[('永信', 80), ('永新牌', 67), ('永用牌', 67), ('永信藥品', 57)]","[('永信', 80)]",1
762,雅聞倍優,,雅聞倍優,[],[],0
763,貝貝實驗室,,貝貝實驗室,[],[],0
764,生活良好,,生活良好,"[('生活', 67), ('愛生活', 57), ('索樂生活', 50), ('生活工場', 50)]",[],0
765,自然主義,,自然主義,"[('自然零', 57), ('自然派', 57), ('饅自然', 57), ('自然之綠', 50)]",[],0
766,德國百妮,,德國百妮,[],[],0
767,超視王,,超視王,[],[],0
768,寵物夥伴,,寵物夥伴,"[('全球寵物', 50), ('寵愛物語', 50)]",[],0
769,山元,,山元,"[('元山', 50), ('泰山', 50), ('雪山', 50), ('香山', 50), ('山森', 50), ('山水', 50), ('山崎', 50), ('東元', 50), ('山形', 50), ('元氣', 50), ('元歲', 50), ('豪山', 50), ('富山', 50), ('狀元', 50), ('武山', 50), ('丸山', 50), ('上元', 50)]",[],0
770,彎彎寶貝,,彎彎寶貝,"[('熊寶貝', 57), ('哄寶貝', 57), ('寶貝妮', 57), ('好寶貝', 57), ('吉尼寶貝', 50), ('寶貝餌子', 50)]",[],0
771,悠康,,悠康,"[('正康', 50), ('楓康', 50), ('維康', 50), ('康萃', 50), ('康澤', 50), ('康朵', 50), ('康貝', 50), ('愛康', 50)]",[],0
772,初鹿,,初鹿,"[('初鹿牧場', 67), ('初鹿鮮乳', 67), ('台東初鹿', 67), ('金鹿', 50)]",[],0
773,蜜妮,,蜜妮,[],[],0
774,醫敏家,,醫敏家,[],[],0
775,佐藤,,佐藤,[],[],0
776,海爾,,海爾,"[('波爾', 50), ('牛爾', 50), ('海昌', 50), ('愛爾', 50), ('海滴', 50), ('海瑞', 50), ('海饌', 50), ('別海', 50)]",[],0
777,齒磨撫子,,齒磨撫子,"[('毛穴撫子', 50)]",[],0
778,緹朗,,緹朗,"[('伯朗', 50), ('采緹', 50)]",[],0
779,大醫生技,,大醫生技,"[('宏醫生技', 75), ('台鹽生技', 50), ('統欣生技', 50), ('信東生技', 50), ('大研生醫', 50), ('台酒生技', 50), ('遠東生技', 50), ('台海生技', 50), ('長庚生技', 50), ('三井生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]",[],0
780,康是美自有品牌,,康是美自有品牌,"[('康是美', 60)]",[],0
781,樂嫚妮,,樂嫚妮,[],[],0
782,明洞國際,,明洞國際,"[('國際', 67), ('國際牌', 57), ('頂尖國際', 50)]",[],0
783,凱特鮮廚,,凱特鮮廚,[],[],0
784,齋藤咖啡店,,齋藤咖啡店,"[('藏咖啡', 50)]",[],0
785,田記,,田記,"[('濱田', 50), ('安田', 50), ('三記', 50), ('寧記', 50), ('上田', 50), ('盛田', 50), ('福記', 50), ('德記', 50), ('李記', 50), ('御田', 50)]",[],0
786,采緹,,采緹,"[('采媚', 50), ('緹朗', 50)]",[],0
787,一滴淨,,一滴淨,[],[],0
788,豬跳舞,,豬跳舞,[],[],0
789,晶亮醇,,晶亮醇,[],[],0
790,勳風,,勳風,"[('春風', 50), ('風騰', 50), ('風格', 50)]",[],0
791,維士比,,維士比,"[('戴維爵士', 57)]",[],0
792,逸湘齋,,逸湘齋,[],[],0
793,燒鳥一番,,燒鳥一番,"[('鮮一番', 57), ('潔牙一番', 50), ('大炒一番', 50)]",[],0
794,必賜力,,必賜力,[],[],0
795,維珍妮,,維珍妮,[],[],0
796,炫艷,,炫艷,[],[],0
797,卡氛,,卡氛,"[('卡旺', 50)]",[],0
798,田原香,,田原香,"[('原木香', 67)]",[],0
799,孕哺兒,,孕哺兒,[],[],0
800,健美生,,健美生,"[('義美生醫', 57)]",[],0
801,婕樂纖,,婕樂纖,[],[],0
802,荷蘭公主,,荷蘭公主,[],[],0
803,麗雅雪尼爾,,麗雅雪尼爾,"[('雅雪舒', 50)]",[],0
804,福汎,,福汎,"[('家福', 50), ('福樂', 50), ('福松', 50), ('福記', 50)]",[],0
805,天天,,天天,"[('樂天', 50), ('天文', 50), ('參天', 50)]",[],0
806,紐約肯尼,,紐約肯尼,"[('肯尼士', 57)]",[],0
807,溫士頓,,溫士頓,[],[],0
808,德律風根,,德律風根,[],[],0
809,新奇,,新奇,"[('新生', 50), ('新格', 50), ('新味', 50), ('奇哥', 50), ('奇異', 50), ('鼎新', 50), ('麗奇', 50), ('奇寶', 50)]",[],0
810,伯朗咖啡,,伯朗咖啡,"[('伯朗', 67), ('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
811,愛情貴族,,愛情貴族,[],[],0
812,戴維爵士,,戴維爵士,"[('維士比', 57), ('爵士貓吧', 50)]",[],0
813,福華牌,,福華牌,"[('宏福牌', 67), ('華麗牌', 67)]",[],0
814,西螺大同,,西螺大同,"[('西螺農會', 50)]",[],0
815,台塑生醫,,台塑生醫,"[('台塑生醫 醫之方', 67), ('台塑', 67), ('台鹽生技', 50), ('義美生醫', 50), ('大研生醫', 50), ('船井生醫', 50), ('台酒生技', 50), ('台海生技', 50), ('百喬生醫', 50), ('陽明生醫', 50)]",[],0
816,一品夫人,,一品夫人,"[('一家人', 57), ('味味一品', 50)]",[],0
817,晶鈺,,晶鈺,"[('晶工', 50)]",[],0
818,爵士貓吧,,爵士貓吧,"[('戴維爵士', 50)]",[],0
819,喜滿屋,,喜滿屋,[],[],0
820,美麗紀事,,美麗紀事,[],[],0
821,中深焙,,中深焙,[],[],0
822,菇王,,菇王,"[('菇王食品', 67), ('獅王', 50), ('花王', 50), ('味王', 50), ('王牌', 50), ('南王', 50), ('王朝', 50), ('大王', 50)]",[],0
823,廚膳師,,廚膳師,"[('小廚師', 67)]",[],0
824,山多力,,山多力,[],[],0
825,沐潤,,沐潤,"[('森潤', 50), ('珂潤', 50)]",[],0
826,樂亦康,,樂亦康,[],[],0
827,樂趣,,樂趣,"[('刷樂', 50), ('樂邁', 50), ('福樂', 50), ('樂天', 50), ('樂金', 50), ('泡樂', 50), ('樂活', 50), ('美樂', 50)]",[],0
828,川西,,川西,"[('西北', 50), ('川雲', 50), ('西華', 50), ('川中', 50)]",[],0
829,西妍院,,西妍院,[],[],0
830,卡汶克萊,,卡汶克萊,[],[],0
831,咖啡綠商號,,咖啡綠商號,"[('藏咖啡', 50)]",[],0
832,自然派,,自然派,"[('自然零', 67), ('饅自然', 67), ('自然之綠', 57), ('自然主義', 57), ('福樂自然零', 50), ('東森自然美', 50)]",[],0
833,大河,,大河,"[('大金', 50), ('大正', 50), ('屏大', 50), ('大研', 50), ('大醬', 50), ('大王', 50), ('大芳', 50), ('大昌', 50)]",[],0
834,美聯社,,美聯社,[],[],0
835,紅豆食府,,紅豆食府,[],[],0
836,大醬,,大醬,"[('大金', 50), ('大正', 50), ('屏大', 50), ('大研', 50), ('大河', 50), ('大王', 50), ('大芳', 50), ('大昌', 50)]",[],0
837,金車補給園,,金車補給園,"[('金車', 57)]",[],0
838,芙蘿娜,,芙蘿娜,[],[],0
839,舒澡,,舒澡,"[('舒潔', 50), ('澡享', 50), ('舒跑', 50), ('朵舒', 50), ('舒珊', 50)]",[],0
840,戀戀,,戀戀,"[('戀戀情人', 67), ('爵戀', 50), ('眷戀', 50)]",[],0
841,牧實,,牧實,"[('牧真', 50)]",[],0
842,韓波俐,,韓波俐,[],[],0
843,潔倍,,潔倍,"[('舒潔', 50), ('潔芬', 50), ('普潔', 50), ('亮潔', 50)]",[],0
844,靖,,靖,[],[],0
