,index,name,clean_name
11403,44077,【加碼贈s004濾心】3m s301櫥下型三道式淨水器-鵝頸款(s004+樹脂軟水+pp三效整合/附流量計/原廠安裝),加碼贈s004濾心 s301櫥下型三道式淨水器鵝頸款s004樹脂軟水pp三效整合附流量計原廠安裝
11404,44080,hitachi日立 12公升清淨型除濕機rd-240hh(天晴藍),hitachi日立 清淨型除濕機rd240hh天晴藍
11405,44081,白金貓罐-雞肉+鮭魚80g-罐(24/箱),白金貓罐雞肉鮭魚罐24箱
11406,44083,老媽拌麵 精選3袋組 共12份入 (麻辣/酸辣/擔擔麵/胡椒麻醬/香菇炸醬/蔥油開洋)-網,老媽拌麵 精選組 共12份入 麻辣酸辣擔擔麵胡椒麻醬香菇炸醬蔥油開洋網
11407,44093,大同1.8l不袗電茶壺tek-1815s,大同不袗電茶壺tek1815s
11408,44095,喬亞咖啡嚐鮮-0123*0lye*,喬亞咖啡嚐鮮0123ye
11409,44097,499520@正牛304不鏽鋼火鍋32cm,正牛304不鏽鋼火鍋
11410,44104,110305222147 羅技 mx master 2s無線滑鼠/usb.藍芽,羅技 mx master 2s無線滑鼠usb藍芽
11411,44105,[曙光 spring] 天然犬餐食 無穀雞肉 12 磅 (狗飼料),曙光 spring 天然犬餐食 無穀雞肉 12 磅 狗飼料
11412,44107,【英國alloya愛若雅】ec 047無毒水性指甲油(孕婦安全 清純白),英國alloya愛若雅ec 047無毒水性指甲油孕婦安全 清純白
11413,44116,刷樂醫生牙刷3+1入【愛買】,刷樂醫生牙刷3愛買
11414,44122,browit貝奧莉 2in1防水持色眼彩筆眼線筆眼影閃耀珍,browit貝奧莉 2in1防水持色眼彩筆眼線筆眼影閃耀珍
11415,44133,超輕盈uv bb霜spf50+ pa++++-#01白皙透亮,超輕盈uv bb霜spf50 pa01白皙透亮
11416,44138,【nike 耐吉】籃球鞋 lebron xvii low ep 男鞋 詹皇17代 低筒 氣墊 套腳 耐磨 黑 彩(cd5006-002),nike 耐吉籃球鞋 lebron xvii low ep 男鞋 詹皇17代 低筒 氣墊 套腳 耐磨 黑 彩cd
11417,44141,蘇菲娜漾緁輕妝綺肌長效粉底液進化版oc03 30ml 2018,蘇菲娜漾緁輕妝綺肌長效粉底液進化版oc03  2
11418,44142,300億機能益生菌,300億機能益生菌
11419,44144,color club指甲油#up173-15ml,color club指甲油up173
11420,44150,735397@歌林12kg定頻洗衣機bw 12s05,歌林定頻洗衣機bw 12s
11421,44160,【asus 華碩】福利品 zenpad z8s 美版7.9寸八核心平板電腦 贈鋼化貼/環保usb涼風扇不挑色 送完為止(3g/16g),asus 華碩福利品 zenpad z8s 美版79寸八核心平板電腦 贈鋼化貼環保usb涼風扇不挑色 送完為止
11422,44163,g7三合一即溶咖啡,g7三合一即溶咖啡
11423,44165,amma garden艾瑪花園紫草舒爽抗屑洗髮精300ml 【康是美】[買1送1][下單1出貨2],amma garden艾瑪花園紫草舒爽抗屑洗髮精 康是美12
11424,44185,1028唇迷心竅好色唇膏06大地女神,1028唇迷心竅好色唇膏06大地女神
11425,44190,ifit 微卡蒟蒻拌麵_薑香麻油(每袋 3 份入),ifit 微卡蒟蒻拌麵薑香麻油每袋 3 份入
11426,44192,羅技m171無線滑鼠 灰黑,羅技m171無線滑鼠 灰黑
11427,44197,曼秀雷敦lip pure 純淨植物輕彩潤唇膏-02西柚紅,曼秀雷敦lip pure 純淨植物輕彩潤唇膏02西柚紅
11428,44201,【philips 飛利浦】旅行用折疊靜音吹風機 bhd006(bhd006),philips 飛利浦旅行用折疊靜音吹風機 bhd006bhd006
11429,44213,qher植感英式花漾午茶兩用眉筆eb02淺棕,qher植感英式花漾午茶兩用眉筆eb02淺棕
11430,44214,apple iphone 12 pro max (256g)-石墨色(mgdc3ta/a),apple iphone 12 pro max 石墨色mgdc3taa
11431,44221,【倍潔雅】倍潔雅 特級3層厚柔抽取式衛生紙(110抽10包6袋/箱),倍潔雅倍潔雅 特級3層厚柔抽取式衛生紙箱
11432,44223,媚比琳 fit me反孔特霧蜜粉餅 220自信,媚比琳 fit me反孔特霧蜜粉餅 220自信
11433,44226,nailholic指甲油821-5ml,nailholic指甲油821
11434,44229,粉持久完美持妝粉底spf10/pa++-2n1 desert beige,粉持久完美持妝粉底spf10pa2n1 desert beige
11435,44230,【zoeva】六色眼影盤#caramel melange(焦糖隨身款/南瓜盤-6x0.9gr),zoeva六色眼影盤caramel melange焦糖隨身款南瓜盤6xr
11436,44235,台灣生啤酒(18天)0.6l,台灣生啤酒18天
11437,44238,782647@虎牌六人jkt b10r ih電子鍋,虎牌六人jkt b10r ih電子鍋
11438,44239,iphone 12黑128g - mgja3ta/a,iphone 12黑  mgja3taa
11439,44240,媚比琳 時尚3d立體雙效眉彩盤 gr-1 3g,媚比琳 時尚3d立體雙效眉彩盤 gr1
11440,44243,渡邊維他命d 400iu膜衣錠(60粒入),渡邊維他命d 400iu膜衣錠入
11441,44250,perfect極緻316可提式真空燜燒鍋-2000ml-不銹鋼色,perfect極緻316可提式真空燜燒鍋不銹鋼色
11442,44252,mumchit默契 香氛身體乳液 #403氣質紫麝香 400ml,mumchit默契 香氛身體乳液 403氣質紫麝香
11443,44264,奇美55型4k聯網led顯示器 - tl-55r600,奇美55型4k聯網led顯示器  tl55r
11444,44268,pri指甲油35-12ml,pri指甲油35
11445,44269,【swissvita 薇佳】微晶3d全能眼霜vb升級版15g(2入組),swissvita 薇佳微晶3d全能眼霜vb升級版組
11446,44274,【converse】ctas 70/jp 男女 高低筒 休閒鞋 多款(164949c 164944c 167920c 167921c 167922c),conversectas 70jp 男女 高低筒 休閒鞋 多款c c c c c
11447,44275,【frigidaire 富及第】★新1級節能機種 26l清淨除濕機13-16坪(fdh-2631y),frigidaire 富及第新1級節能機種 清淨除濕機13fdh2631y
11448,44286,【好朋友】金盞花葉黃素lutein30 全素可食30顆膠囊x3盒(美國kemin專利葉黃素30mg/紅藻蝦紅素/dha/維生素a),好朋友金盞花葉黃素lutein30 全素可食膠囊美國kemin專利葉黃素g紅藻蝦紅素dha維生素a
11449,44287,【日本ariel】新升級3d超濃縮抗菌洗衣膠囊/洗衣球 46顆袋裝 x2 (經典抗菌型),日本ariel新升級3d超濃縮抗菌洗衣膠囊洗衣球 袋裝  經典抗菌型
11450,44289,愛喜維生素c+鈣口嚼錠60s (食品級),愛喜維生素c鈣口嚼錠60s 食品級
11451,44292,amazfit gts 2e魅力升級版智慧手錶-純粹黑 型號:a2021,amazfit gts 2e魅力升級版智慧手錶純粹黑 型號a2
11452,44295,redmi note 9 森林綠,redmi note 9 森林綠
11453,44309,k)凱婷3d造型眉彩餅ex-4,k凱婷3d造型眉彩餅ex
11454,44315,【goodyear 固特異】mnt hiker m2 低筒戶外登山鞋 藍 男鞋 gamo03506,goodyear 固特異mnt hiker m2 低筒戶外登山鞋 藍 男鞋 gamo03
11455,44321,(全)g102 prodigy遊戲滑鼠,全g102 prodigy遊戲滑鼠
11456,44330,(新)小寶亨blue label 6 號,新小寶亨blue label 6 號
11457,44332,heran 禾聯20kpa無線手持吸塵器 23e6 送電動除蹣刷,heran 禾聯20kpa無線手持吸塵器 23e6 送電動除蹣刷
11458,44335,logitech羅技 g304 無線電競滑鼠,logitech羅技 g304 無線電競滑鼠
11459,44341,日清麵王5食包麵-豚骨醬油味,日清麵王5食包麵豚骨醬油味
11460,44343,媚比琳 fit me遮遮稱奇遮瑕膏 20裸膚色 6.8ml,媚比琳 fit me遮遮稱奇遮瑕膏 20裸膚色
11461,44345,pri指甲油29-12ml,pri指甲油29
11462,44360,oppo reno5 pro (12+256) 黑,oppo reno5 pro 156 黑
11463,44365,iphone 12 128gb 藍色 型號:mgje3ta/a,iphone 12 b 藍色 型號mgje3taa
11464,44369,無色限緞光水潤唇膏-br784 n,無色限緞光水潤唇膏br784 n
11465,44375,【new balance】nb 童鞋 男鞋 女鞋 墨綠 pv574mp2 w楦(pv574mp2),new balancenb 童鞋 男鞋 女鞋 墨綠 pvp2 w楦pvp2
11466,44389,絲絨蜜粉10自然,絲絨蜜粉10自然
11467,44399,fila kids 童針織套裝-紅色 1wtu-8906-rd-165a,fila kids 童針織套裝紅色 1wtu8906rd165a
11468,44400,ora2 me 淨白無瑕牙膏4入組(白茶花/薄荷/蜜桃薄荷/清蘋玫瑰各1),ora2 me 淨白無瑕牙膏組白茶花薄荷蜜桃薄荷清蘋玫瑰各1
11469,44401,cezanne 潤彩唇膏402-402,cezanne 潤彩唇膏402
11470,44403,羅技 mx anywhere 3 無線滑鼠-石墨灰,羅技 mx anywhere 3 無線滑鼠石墨灰
11471,44407,【永信牌】10吋吸排兩用通風扇(fc-510),永信牌吸排兩用通風扇fc510
11472,44411,reebok男運動鞋#2590,reebok男運動鞋2
11473,44414,媚比琳 寶貝護唇膏spf13 繽紛狂歡系列 粉紅狂想,媚比琳 寶貝護唇膏spf13 繽紛狂歡系列 粉紅狂想
11474,44422,媚比琳~fit-me空氣絲絨蜜粉-10自然,媚比琳fitme空氣絲絨蜜粉10自然
11475,44429,【mount hagen】德國原裝進口 有機即溶咖啡粉2盒優惠組(2g x 25 x 2盒)-網,mount hagen德國原裝進口 有機即溶咖啡粉優惠組 x 25 x 網
11476,44432,【apple 蘋果】福利品 iphone 8 64gb(外觀九成新),apple 蘋果福利品 iphone 8 b外觀九成新
11477,44435,【corsair 海盜船】k55 rgb 電競鍵盤(薄膜式),corsair 海盜船k55 rgb 電競鍵盤薄膜式
11478,44437,雅漾全效極護物理防曬液spf50 40ml,雅漾全效極護物理防曬液spf50
11479,44444,msi微星 clutch gm11電競滑鼠,msi微星 clutch gm11電競滑鼠
11480,44447,【converse】匡威 chuck taylor all star 低筒帆布鞋-黑(m9166c),converse匡威 chuck taylor all star 低筒帆布鞋黑m9166c
11481,44448,n010281462nars 瞬效裸肌蜜spf30pa+++(50ml)-light2 alaska 2322-自然,nnars 瞬效裸肌蜜spf30palight2 alaska 2322自然
11482,44453,acer宏碁swift 3 sf314 57g 55uk 57bm 十代i5/8g/512g/mx350獨顯 輕薄筆電,acer宏碁swift 3 sf314  55uk 57bm 十代i5m50獨顯 輕薄筆電
11483,44463,艾杜紗 東京輕吻染唇膏 06 2g,艾杜紗 東京輕吻染唇膏 06
11484,44467,【韓國happycall】真空ih壓力28cm特大深湯鍋9-10l(玻璃鍋蓋全新上市),韓國happycall真空ih壓力特大深湯鍋9玻璃鍋蓋全新上市
11485,44471,數位保險套 複合型12入 4i,數位保險套 複合型 4i
11486,44472,德國冰豹 roccat kain 202 aimo 無線雙模rgb電競滑鼠 白 pc party,德國冰豹 roccat kain 202 aimo 無線雙模rgb電競滑鼠 白 pc party
11487,44477,teco 東元 20l電烤箱 yb2002cb,teco 東元 電烤箱 yb2002cb
11488,44478,【nike 耐吉】休閒鞋 air jordan 1代 se 男鞋 turf orange 小灌碎 皮革 白 橘(dd6834-802),nike 耐吉休閒鞋 air jordan 1代 se 男鞋 turf orange 小灌碎 皮革 白 橘dd
11489,44482,[new balance]復古運動鞋_女款_奶茶色_ws327cd-b楦-us7.0-24cm,new balance復古運動鞋女款奶茶色ws327cdb楦us70
11490,44484,[無卡分期]nike 經典復古鞋 air force 1 07 男鞋-us9.5-27.5cm,無卡分期nike 經典復古鞋 air force 1 07 男鞋us95
11491,44485,萊萃美 葉黃素 20 毫克複合膠囊 150粒,萊萃美 葉黃素 20 毫克複合膠囊
11492,44490,【理膚寶水】囤貨組★全面修復霜2大+1小 年度限定組b(78折/萬用修復),理膚寶水囤貨組全面修復霜2大1小 年度限定組b萬用修復
11493,44492,紐頓 原廠飼料 真空分裝  t22 無穀火雞肉  1kg真空包裝 貓飼料 sgs人類食品專用真空袋【特價】,紐頓 原廠飼料 真空分裝  t22 無穀火雞肉  真空包裝 貓飼料 sgs人類食品專用真空袋特價
11494,44493,【nike 耐吉】休閒鞋 air max 270 運動 男鞋 輕量 氣墊 避震 球鞋 穿搭 黑 白(ah8050-002),nike 耐吉休閒鞋 air max 270 運動 男鞋 輕量 氣墊 避震 球鞋 穿搭 黑 白ah
11495,44498,adidas 愛迪達 三葉草 三線 長褲 休閒長 運動長褲 fm3323 ce2400 女 全新正品 統一發票 公司貨,adidas 愛迪達 三葉草 三線 長褲 休閒長 運動長褲 fm3323 ce2400 女 全新正品 統一發票 公司貨
11496,44500,akbar阿克巴金牌錫蘭綠茶 2 克 x 25包/盒,akbar阿克巴金牌錫蘭綠茶 2 克 x
11497,44506,heme~純色腮紅(04-dusty rose)5.5g,heme純色腮紅04dusty rose
11498,44509,dr.wu全日保濕防曬乳潤色款spf50+30ml,drwu全日保濕防曬乳潤色款spf50
11499,44514,enj109金緻絲絨唇膏,enj109金緻絲絨唇膏
11500,44518,lily&color指甲油3-7ml,lilycolor指甲油3
11501,44520,tcfs美術課雲朵柔霧唇釉#3蓬鬆玫瑰,tcfs美術課雲朵柔霧唇釉3蓬鬆玫瑰
11502,44522,威瑪舒培 舒利視金盞花葉黃素膠囊 60顆/盒 (買一送一 雙11限定),威瑪舒培 舒利視金盞花葉黃素膠囊   雙11限定
11503,44523,【sampo 聲寶】20l微電腦平台式經典美型微波爐 re-c020pm,sampo 聲寶微電腦平台式經典美型微波爐 rec020pm
11504,44527,【logitech 羅技】m585 多工無線滑鼠,logitech 羅技m585 多工無線滑鼠
11505,44530,正負零±0 無線吸塵器 xjc-b021 (白色),正負零0 無線吸塵器 xjcb021 白色
11506,44531,露華濃經典璀璨唇膏763愛戀魅紫,露華濃經典璀璨唇膏763愛戀魅紫
11507,44534,e-books k11 usb金屬4吋風扇,books k11 usb金屬風扇
11508,44540,teco 東元ih電磁爐xyfyj020[xyfyj020],teco 東元ih電磁爐xyfyj020xyfyj020
11509,44548,dermal-淨白亮采眼膜(m201),dermal淨白亮采眼膜m201
11510,44549,未來美8分鐘plus升級面膜-水潤4片,未來美8分鐘plus升級面膜水潤
11511,44550,加好寶經典貓糧鮪1.5k,加好寶經典貓糧鮪15k
11512,44552,絲蘊無矽靈水潤01洗髮露750ml,絲蘊無矽靈水潤01洗髮露
11513,44553,【labolabo】毛孔潔淨洗面乳2入組(120g2x2),labolabo毛孔潔淨洗面乳組2
11514,44557,經典維齊犬罐-雞肉+甜薯80g-罐(24/箱),經典維齊犬罐雞肉甜薯罐24箱
11515,44559,【滿額最高折$518】mizuno wave rider 24 sw 男鞋 慢跑 4e超寬楦 u4ic enerzy中底 避震 紅【運動世界】j1gc200417,滿額最高折518mizuno wave rider 24 sw 男鞋 慢跑 4e超寬楦 u4ic enerzy中底 避震 紅運動世界jc
11516,44561,111510241519 pc park 黑/wk938舒適型鍵盤/usb,pc park 黑wk938舒適型鍵盤usb
11517,44563,代收代付 - new balance 慢跑鞋 nb 2002 米白灰 余文樂 麂皮 休閒 女 (布魯, new balance 慢跑鞋 nb 2002 米白灰 余文樂 麂皮 休閒 女 布魯
11518,44564,瑞穗極制72度低溫殺菌鮮乳930ml,瑞穗極制72度低溫殺菌鮮乳
11519,44577,【kamera 佳美能】v6h 吸塵器鋰電池 for dyson(4000mah/dc58/dc59/dc61/dc62/dc71/dc74/v6/sv03/sv07/sv09),kamera 佳美能v6h 吸塵器鋰電池 for dysonahdc58dc59dc61dc62dc71dc74v6sv03sv07sv09
11520,44582,紅牛能量飲料無250*4,紅牛能量飲料無250
11521,44590,尚朋堂 ih智慧電磁爐sr-1945c,尚朋堂 ih智慧電磁爐sr1945c
11522,44593,【hilltop 山頂鳥】女款zisofit吸濕保暖刷毛外套(h22fu6夜藍),hilltop 山頂鳥女款zisofit吸濕保暖刷毛外套h22fu6夜藍
11523,44602,【春節不打烊★panasonic 國際牌】500公升 三門變頻冰箱 nr-c501xv-l絲紋灰,春節不打烊panasonic 國際牌 三門變頻冰箱 nrc501xvl絲紋灰
11524,44603,【logitech 羅技】pebble m350 鵝卵石無線滑鼠,logitech 羅技pebble m350 鵝卵石無線滑鼠
11525,44606,lp33優酪乳,lp33優酪乳
11526,44607,《現貨火速出》 tescom tid450tw  遠紅外線 大風量 負離子 tid450 吹風機 公司貨,火速出 tescom tid450tw  遠紅外線 大風量 負離子 tid450 吹風機 公司貨
11527,44609,台灣公司貨 asics 亞瑟士 gel-sonoma 5 g-tx 防水男慢跑鞋 黑灰黃1011a660-001/020,台灣公司貨 asics 亞瑟士 gelsonoma tx 防水男慢跑鞋 黑灰黃001
11528,44613,【技嘉平台】i5六核{十全十美}10代i5獨顯rtx2060電競主機(i5-10400f/16g/512g+1t/rtx2060/550w),技嘉平台i5六核十全十美10代i5獨顯rt060電競主機i510400f1trtw
11529,44614,【鮮食家任選799】創鮮家fc 花枝漿(300g/包),鮮食家799創鮮家fc 花枝漿
11530,44616,國際nn-st34h微波爐,國際nnst34h微波爐
11531,44618,apple iphone 11 128g 6.1吋智慧型手機-綠色系,apple iphone 11  智慧型手機綠色系
11532,44625,羅技 m331 靜音滑鼠-黑,羅技 m331 靜音滑鼠黑
11533,44629,美國百工 black+decker pivot第三代 無線大吸力吸塵器 pv1820bk,美國百工 blackdecker pivot第三代 無線大吸力吸塵器 pv1820bk
11534,44631,heran 禾聯無線手持吸塵器 23e6,heran 禾聯無線手持吸塵器 23e
11535,44633,【skechers】女 休閒系列 a line(68849pnk),skechers女 休閒系列 a line68849pnk
11536,44634,panasonic 32l烤箱 型號:nb-h3203,panasonic 烤箱 型號nbh3
11537,44637,apple iphone 12 pro max (128g)-銀色(全新福利品),apple iphone 12 pro max 銀色全新福利品
11538,44638,松木3人份星鑽厚釜電子鍋 - mg-rc0402,松木星鑽厚釜電子鍋  mgrc0
11539,44640,essence極致修飾防水遮瑕膏30-5ml,essence極致修飾防水遮瑕膏30
11540,44643,凱婷 3d造型眉彩餅 ex-4,凱婷 3d造型眉彩餅 ex
11541,44645,"""韓國市集""vt super hyalon g:h8™ 超级玻尿酸 面膜 1盒6入(28g",韓國市集vt super hyalon gh8™ 超级玻尿酸 面膜 
11542,44646,依必朗抗菌超柔潔膚濕紙巾10抽3 包,依必朗抗菌超柔潔膚濕紙巾3 包
11543,44655,ora2微觸感牙刷軟,ora2微觸感牙刷軟
11544,44662,panasonic國際牌16l 1級econavi w-hexs清淨除濕機 f-y32gx,panasonic國際牌 1級econavi whexs清淨除濕機 fyx
11545,44664,111510241830 icooby 黑/ak738薄型巧克力鍵盤/usb,icooby 黑ak738薄型巧克力鍵盤usb
11546,44665,cookpower鍋寶 萬用316分離式電鍋-11人份(er-1151gr-1)-玫瑰金-網,cookpower鍋寶 萬用316分離式電鍋err1玫瑰金網
11547,44666,color club指甲油#1247,color club指甲油1
11548,44681,1028-hold-it!顏不油終超持輕密粉底(02自然)30ml,1028holdit顏不油終超持輕密粉底02自然
11549,44682,【1/31-2/3石頭科技超品日★登記送千元mo幣】石頭掃地機器人 s6 maxv(小米生態鏈-台灣公司貨),13123石頭科技超品日登記送千元mo幣石頭掃地機器人 s6 maxv小米生態鏈台灣公司貨
11550,44684,1028 oil control超控油uv校色飾底乳02紫色,1028 oil control超控油uv校色飾底乳02紫色
11551,44685,panasonic 國際牌9公升智慧型除濕輪除濕機 f-yzj90w,panasonic 國際牌智慧型除濕輪除濕機 fyzj90w
11552,44686,a’pieu heart on the cheek 戀愛甜心腮紅-cr01珊瑚暖,a’pieu heart on the cheek 戀愛甜心腮紅cr01珊瑚暖
11553,44687,[new balance]復古運動鞋_中性_黑色_cm997hhc-d楦-us7.5-25.5cm,new balance復古運動鞋中性黑色cm997hhcd楦us75
11554,44688,【asus 華碩】vivopc pn40-j25yrta celeron雙核迷你電腦(celeron j4025/4g/128g ssd/w10),asus 華碩vivopc pn40j25yrta celeron雙核迷你電腦celeron j4025 ssdw10
11555,44692,mkup 美咖不怕水眉膠筆 02深棕色,mkup 美咖不怕水眉膠筆 02深棕色
11556,44695,heme經典柔霧唇膏-靄光 01 4g,heme經典柔霧唇膏靄光 01
11557,44702,apple iphone 11 (128g)-黑色(福利品),apple iphone 11 黑色福利品
11558,44705,日本 miyoshi 無添加 嬰兒專用沐浴乳 (1瓶250ml+2補充包220ml),日本 miyoshi 無添加 嬰兒專用沐浴乳 2補充包
11559,44708,雪芙蘭超水感清爽勁涼防曬噴霧spf50+,雪芙蘭超水感清爽勁涼防曬噴霧spf50
11560,44712,sampo聲寶 16吋 7段速微電腦遙控dc直流電風扇 sk-fp16dr,sampo聲寶  7段速微電腦遙控dc直流電風扇 skfp16dr
11561,44714,20-七星香煙-4mg,20七星香煙g
11562,44718,羅技m337藍牙滑鼠-黑 型號:910-004434,羅技m337藍牙滑鼠黑 型號910
11563,44719,【hilltop 山頂鳥】女款吸濕zisofit保暖刷毛外套(h22ft3紅/黑),hilltop 山頂鳥女款吸濕zisofit保暖刷毛外套h22ft3紅黑
11564,44722,color club指甲油#1127,color club指甲油1
11565,44723,[館長推薦]panasonic國際牌日本製411公升1級變頻5門電冰箱nr-e414vt-n1香檳金,館長推薦panasonic國際牌日本製1級變頻5門電冰箱nre414vtn1香檳金
11566,44726,707371@m 倫敦登喜路sl藍7毫克20ps,m 倫敦登喜路sl藍20ps
11567,44731,a’pieu礦物雙色眼影 no9 肉桂奶茶,a’pieu礦物雙色眼影 no9 肉桂奶茶
11568,44732,【2月送3%momo幣★好禮二選一★hitachi 日立】407l一級能效變頻五門左開冰箱(rs42hjl),2月送momo幣好禮二選一hitachi 日立一級能效變頻五門左開冰箱rs42hjl
11569,44733,林內 10公升屋外一般型 熱水器 ru-1022rfn,林內 屋外一般型 熱水器 ru1022rfn
11570,44741,lg gn-l307冰箱,lg gnl307冰箱
11571,44749,asus rog phone 3 zs661ks (12g/512g) 6.59吋 5g 電競手機,asus rog phone 3 zs661ks    電競手機
11572,44752,金牌台灣啤酒330六入,金牌台灣啤酒330六入
11573,44755,【apple 蘋果】iphone 6s plus 32g 智慧型手機(全新未開通),apple 蘋果iphone 6s plus  智慧型手機全新未開通
11574,44756,teco東元 ih變頻超靜音薄型電磁爐 yj1314cb,teco東元 ih變頻超靜音薄型電磁爐 yj1314cb
11575,44767,富維克礦泉水500c,富維克礦泉水500c
11576,44768,heme經典緞光唇膏曙光04-3.5g,heme經典緞光唇膏曙光04
11577,44770,【fila】j924t 運動慢跑鞋 男鞋-灰(1-j924t-404),filaj924t 運動慢跑鞋 男鞋灰1j924t404
11578,44771,艾森絲持久眼線液[20057/1ml],艾森絲持久眼線液20057
11579,44772,羅技m171無線滑鼠-藍,羅技m171無線滑鼠藍
11580,44773,露華濃修片型遮瑕膏004-3.2g,露華濃修片型遮瑕膏004
11581,44775,nike 籃球鞋 air jordan 11 retro 男鞋 經典 aj11 喬丹11代 jubi,nike 籃球鞋 air jordan 11 retro 男鞋 經典 aj11 喬丹11代 jubi
11582,44777,無極限光澤水粉底 spf18 pa+++-674,無極限光澤水粉底 spf18 pa
11583,44779,【new balance】nb 復古休閒鞋_男鞋_灰色_cmt580ca-d,new balancenb 復古休閒鞋男鞋灰色cmt580cad
11584,44785,初時肌3鎖時恆星精華液 30ml,初時肌3鎖時恆星精華液
11585,44789,milani 經典烘焙腮紅 02 rose d’oro,milani 經典烘焙腮紅 02 rose d’oro
11586,44800,fila女運動鞋#1090,fila女運動鞋1
11587,44801,[御天犬] 【5折限定組合! 每單限購1組】汪汪鮮食福袋組! 御犬食2包+悠遊餐包2包(不挑款) $299! (原價$588) (狗主食餐包),御天犬 限定組合 每單限購汪汪鮮食福袋組 御犬食悠遊餐包不挑款 299 原價588 狗主食餐包
11588,44809,farmina法米納 nd挑嘴成貓南瓜無穀糧-鴨肉哈密瓜(pc-04)300g 2包,farmina法米納 nd挑嘴成貓南瓜無穀糧鴨肉哈密瓜pc04
11589,44811,香奈兒coco晶亮水唇膏-#68極致,香奈兒coco晶亮水唇膏68極致
11590,44812,露華濃經典璀璨唇膏 637裸色霧粉,露華濃經典璀璨唇膏 637裸色霧粉
11591,44816,【logitech 羅技】k375s 無線鍵盤支架組合multi-device,logitech 羅技k375s 無線鍵盤支架組合multidevice
11592,44824,lg 253公升上下門變頻冰箱 型號:gn-l307sv,lg 上下門變頻冰箱 型號gnl307sv
11593,44826,象印 3公升 superve真空省電微電腦電動熱水瓶cv-twf30(庫t)-網,象印  superve真空省電微電腦電動熱水瓶cvtwf30庫t網
11594,44828,媚比琳宛若真眉雙效眉粉筆[br-1],媚比琳宛若真眉雙效眉粉筆br1
11595,44830,panasonic  wifi清淨型10l除濕機 - f-y20jh,panasonic  wifi清淨型除濕機  fy20jh
11596,44833,nike 經典復古鞋 wmns nike ryz 365 ii 女鞋-us6-23cm,nike 經典復古鞋 wmns nike ryz 365 ii 女鞋us6
11597,44836,岡本 003輕薄貼身衛生套12入,岡本 003輕薄貼身衛生套
11598,44837,intex 舒適雙層內建電動幫浦充氣床墊-有頭枕-雙人加大-寬152cm(64117n),intex 舒適雙層內建電動幫浦充氣床墊有頭枕雙人加大寬64117n
11599,44839,【好厝邊】日本原裝 第一石鹼 衣料用洗劑 花香洗衣粉 花香酵素 洗衣粉 去汙洗衣粉 護色 900g  38452,好厝邊日本原裝 第一石鹼 衣料用洗劑 花香洗衣粉 花香酵素 洗衣粉 去汙洗衣粉 護色   38
11600,44841,givenchy 紀梵希 新一代魅力4g幻彩蜜粉(4*3g)-#5,givenchy 紀梵希 新一代魅力幻彩蜜粉4
11601,44842,【nike】air zm pegasus 37 shield 慢跑鞋(cq7935003),nikeair zm pegasus 37 shield 慢跑鞋cq
11602,44846,【kolin 歌林】雙渦輪空氣循環扇(kfc-ud935q),kolin 歌林雙渦輪空氣循環扇kfcud935q
11603,44847,【富力森furimori】2l多功能快煮鍋fu-eh217 (附蒸籠)【楊桃美食網】,富力森furimori多功能快煮鍋fueh217 附蒸籠楊桃美食網
11604,44861,735602@麗奇14°牙周對策牙刷標準頭,麗奇14°牙周對策牙刷標準頭
11605,44864,迪奧超完美持久柔霧粉底液-#1n,迪奧超完美持久柔霧粉底液1n
11606,44866,【5201000408】舒潔拉拉抽取式衛生紙(x064),舒潔拉拉抽取式衛生紙64
11607,44877,b10恆潤裸光水慕絲粉底,b10恆潤裸光水慕絲粉底
11608,44878,代收代付 - 光碟版【ps5主機】 標準版 主機+惡靈古堡3 限定版+古墓奇兵 暗影 限定版 【台中, 光碟版ps5主機 標準版 主機惡靈古堡3 限定版古墓奇兵 暗影 限定版 台中
11609,44880,濃韻日式綠茶pet600.,濃韻日式綠茶pet600
11610,44905,羅技 m590 多工無線靜音滑鼠-石板灰,羅技 m590 多工無線靜音滑鼠石板灰
11611,44911,asics 亞瑟士 gel-nimbus 22 lite-show 男跑鞋 1011a683-021,asics 亞瑟士 gelnimbus 22 liteshow 男跑鞋 
11612,44914,寶亨1號mojito晶球香菸1亳克,寶亨mojito晶球香菸1亳克
11613,44915,惠而浦 17kg溫熱水滾筒洗衣機 8twfw8620hw(替代wfw92hefw),惠而浦 溫熱水滾筒洗衣機 8twfw8620hw替代wfw92hefw
11614,44918,凱婷零瑕肌密粉底液(自然色)02-30ml,凱婷零瑕肌密粉底液自然色02
11615,44920,【gnc 健安喜】必康50 100錠(高單位b群/長效型釋放/保護力),gnc 健安喜必康50 高單位b群長效型釋放保護力
11616,44924,【perfect 理想】極緻316不鏽鋼七層複合金炒鍋-36cm單把(台灣製造),perfect 理想極緻316不鏽鋼七層複合金炒鍋單把台灣製造
11617,44928,【5101001470】來一客鮮蝦魚板\杯(x512),來一客鮮蝦魚板\杯12
11618,44940,岡本003-rf極薄貼身保險套(6入x3盒),岡本003rf極薄貼身保險套
11619,44941,la roche-posay理膚寶水 b5全面修復霜40mlx3入組-網,la rocheposay理膚寶水 b5全面修復霜組網
11620,44944,converse all star 小童 休閒鞋 紅 7j236c-us6(13cm),converse all star 小童 休閒鞋 紅 7j236cus6
