,cleaned_brand,certain,sim
2183,google,[],"[('golife', 67), ('golden', 67), ('goodies', 62), ('sole', 60), ('ogeu', 60), ('olive', 55), ('wooly', 55), ('only good', 53), ('go!', 50), ('gold suite', 50), ('snuggle熊寶貝', 50), ('jojome', 50), ('gootoe活力零食', 50), ('kangol', 50), ('goldwell歌薇', 50), ('goen御宴', 50), ('bosley', 50), ('oakley', 50), ('noodle & boo', 50)]"
2184,伯朗咖啡,[],"[('伯朗', 67), ('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('jc咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]"
2185,catidea貓樂適,[],"[('idea auto', 63), ('tide', 57), ('amida', 53), ('canidae卡比', 53), ('midea', 53), ('adidas', 50), ('catrice卡翠絲', 50), ('tide汰漬', 50), ('catuna', 50), ('zavida', 50), ('lideal', 50), ('antian', 50), ('natice', 50)]"
2186,愛情貴族,[],[]
2187,diptyque,[],"[('dasique', 67), ('aipinyue', 62), ('dibote', 57), ('pure', 50), ('city', 50), ('duke', 50)]"
2188,戴維爵士,[],"[('維士比', 57), ('爵士貓吧', 50)]"
2189,nyx,[],"[('aronyx', 67), ('pony', 57), ('sony', 57), ('nuby', 57), ('nexx', 57), ('noyl', 57), ('intex', 50), ('honey', 50), ('nakay', 50), ('naffy', 50), ('y.n.m', 50), ('downy', 50)]"
2190,福華牌,[],"[('宏福牌', 67), ('華麗牌', 67)]"
2191,西螺大同,[],"[('西螺農會', 50)]"
2192,liphip,[],"[('loshi', 55), ('sylph', 55), ('philips飛利浦', 50), ('oulisi', 50), ('teptip', 50), ('pinpai', 50)]"
2193,rubber anne,[],"[('manetti roberts', 62), ('true tisane草本體驗', 54), ('qian rou', 53), ('new anna', 53), ('ice river', 50), ('super pad', 50), ('bare for bare', 50)]"
2194,lasko,[],"[('lunasol', 67), ('plas', 67), ('rasto', 60), ('aesop', 60), ('sakio', 60), ('lador', 60), ('melko', 60), ('luwak', 60), ('skoll', 60), ('matsukiyo', 57), ('ak', 57), ('mk lab', 55), ('lapolo', 55), ('lavons', 55), ('plants', 55), ('daisho', 55), ('lafe’s', 55), ('blackdog旺兒', 53), ('watsons', 50)]"
2195,台塑生醫,[],"[('台塑生醫 醫之方', 67), ('台塑', 67), ('forte台塑生醫', 62), ('台鹽生技', 50), ('義美生醫', 50), ('大研生醫', 50), ('船井生醫', 50), ('台酒生技', 50), ('台海生技', 50), ('百喬生醫', 50), ('陽明生醫', 50)]"
2196,一品夫人,[],"[('一家人', 57), ('味味一品', 50)]"
2197,burge,[],"[('pure', 67), ('cure', 67), ('de buyer', 62), ('burberry', 62), ('biore', 60), ('pure猋', 60), ('uriage優麗雅', 57), ('breeza', 55), ('butler', 55), ('pure純戀', 55), ('emborg', 55), ('urtale', 55), ('pureal', 55), ('red bull紅牛', 53), ('curel珂潤', 50), ('biore蜜妮', 50), ('chifure', 50), ('argelan', 50), ('naturie', 50)]"
2198,nature face,[],"[('natures care', 78), ('nature garden', 75), ('from nature', 73), ('natural balance', 69), ('farcent', 67), ('naturie', 67), ('the north face', 64), ('natureby', 63), ('natural lady', 61), ('natural food', 61), ('natural d', 60), ('natural farm自然牧場', 59), ('natural fresh自然鮮', 59), ('cosnature德國植萃', 58), ('farcent花仙子', 57), ('naturehike', 57), ('k9 natural', 57), ('nac nac', 56), ('fantech', 56)]"
2199,cheersjelly,[],"[('cheers', 71), ('cheerios', 63), ('cherry', 59), ('che gel', 56), ('merrell', 56), ('skechers', 53), ('converse', 53), ('cherie法麗', 53), ('maycheer', 53), ('herbally草本真情', 52), ('heartfelt', 50), ('hereu', 50)]"
2200,hanru韓汝,[],"[('haru', 73), ('anua', 55), ('qian rou', 53), ('haken', 50), ('hikaru喜凱露', 50), ('hereu', 50), ('ariul', 50)]"
2201,toro黑鮪,[],"[('torotoro', 57), ('motorola', 57), ('orion', 55), ('onpro', 55), ('tesoro鐵修羅', 53), ('doutor', 50), ('corona', 50), ('joearo', 50), ('tromso', 50), ('mitomo', 50), ('joroma', 50)]"
2202,晶鈺,[],"[('晶工', 50)]"
2203,v fau,[],"[('fasun', 60), ('vt cica', 50), ('fasun琺頌', 50), ('a&w', 50), ('tau', 50), ('flavour', 50), ('van pur', 50)]"
2204,kokie,[],"[('kiki', 67), ('kozi', 67), ('koji', 67), ('nokia', 60), ('olive', 60), ('kose高絲', 55), ('bokbok', 55), ('akvile', 55), ('kissme', 55), ('ciaoke', 55), ('oakley', 55), ('kopiko', 55), ('golife', 55), ('kamome', 55), ('osmile', 55), ('kokumori穀盛', 53), ('zowie卓威', 50), ('e-books', 50), ('kolin歌林', 50)]"
2205,爵士貓吧,[],"[('bbuy爵士貓吧', 67), ('戴維爵士', 50)]"
2206,h.city,"[('city', 80)]","[('city', 80), ('cily', 60), ('cat chow', 57), ('hulu cat', 57), ('a.h.c', 55), ('citycolor', 53), ('switch', 50), ('dr cyj', 50)]"
2207,喜滿屋,[],[]
2208,toffy,"[('toffy日本', 83)]","[('toffy日本', 83), ('tcoffee', 67), ('naffy', 60), ('key coffee', 53), ('oxy', 50), ('firefly', 50)]"
2209,acecook旨味杯麵,[],[]
2210,iselect,[],"[('visee', 67), ('outsy select', 63), ('lechat', 62), ('isleaf', 62), ('elecom', 62), ('lec', 60), ('noble isle', 59), ('kisetsu', 57), ('celefit', 57), ('sole', 55), ('idee', 55), ('ariel', 50), ('perfect理想', 50), ('delta', 50), ('hiles', 50), ('filco', 50), ('isntree艾草', 50), ('solac', 50), ('twist', 50)]"
2211,grizzly,[],"[('illy', 55), ('cily', 55), ('ariel', 50), ('ariul', 50), ('freiz', 50)]"
2212,san benedetto,"[('san benedetto聖碧濤', 90)]","[('san benedetto聖碧濤', 90), (""john's blend"", 56), ('sentosa三多', 55), ('berndes寶迪', 55), ('bonton', 53), ('ecosoya brands', 52), ('beanies', 50), ('baekoksaeng', 50), (""burt's bees"", 50), ('benecos蓓蓓珂娜', 50)]"
2213,g+居家,[],"[('g&m', 57)]"
2214,herbally草本真情,[],"[('cheersjelly', 52), ('herbal care', 52)]"
2215,kangol袋鼠,"[('kangol', 86)]","[('kangol', 86), ('kangaroos', 59), ('ange', 50), ('nanolabo', 50), ('noyl', 50), ('kanokwan', 50), ('agoy', 50)]"
2216,a&h鐵鎚牌,[],"[('a.h.c', 55)]"
2217,paddywax,[],"[('paddy台菱', 67), ('adidas', 57), ('add+', 55), ('ayam', 50)]"
2218,美麗紀事,[],[]
2219,makita牧田,[],"[('yamaki', 57), ('kitcat', 57), ('akimia', 57), ('akika漁極', 53), ('matador', 53), ('kit cat', 53), ('apivita', 53), ('kitekat', 53), ('akira御衣坊', 50), ('vita', 50), ('miau', 50), ('takura田倉', 50), ('mama', 50), ('tata', 50), ('aito', 50), ('capitano', 50)]"
2220,songen松井,[],"[('heysong黑松', 59), ('shanen', 57), ('one', 55), ('singen信元發育寶', 53), ('sole', 50), ('sony', 50), ('monge瑪恩吉', 50), ('ogeu', 50), ('nugens捷視', 50), ('ozen', 50), ('ange', 50), ('bone', 50)]"
2221,kingston晶燉,[],"[('kensington肯辛通', 61), ('einstok', 59), ('cath kidston', 55), ('ringo', 53), ('instinct原點', 50), ('vitantonio', 50), ('kangol', 50), ('t-sing', 50), ('skinpastel', 50), ('bonton', 50)]"
2222,mestemacher,[],"[('moodmatcher', 64), ('skechers', 63), ('maycheer', 63), ('lestar', 59), ('yeastmaster匠香', 58), ('tunemakers', 57), ('yeaster', 56), ('schesir', 56), ('mustela', 56), ('stemcin', 56), ('macherie瑪宣妮', 55), ('maycheer美茜兒', 55), ('shower mate', 55), ('beautymaker', 55), ('the saem', 53), ('mother-k', 53), ('justherb', 53), ('mr.smart', 53), ('tresemme', 53)]"
2223,natures organics,[],"[('john masters organics', 76), ('nature republic', 65), ('avalon organics', 65), ('real nature瑞威', 62), ('dr. organic丹霓珂', 62), ('nature tree', 59), ('naturals', 58), ('natura siberica', 58), ('naturals by watsons', 57), ('ausganica澳潔蕬', 57), ('trendsonic翰欣', 57), ('nature story自然物語', 56), ('panasonic', 56), ('naturehike', 54), ('watsons', 52), ('naturie', 52), ('panasonic國際牌', 50), ('natures care', 50), ('mega harvest', 50)]"
2224,中深焙,[],[]
2225,webner葦柏納,[],"[('mr.bone', 50)]"
2226,envin,[],"[('enne', 67), ('dent-inn', 62), ('devon', 60), ('center-in', 57), ('genuine捷元', 57), ('evolution', 57), ('refine', 55), ('flexin', 55), ('vinata', 55), ('gemini', 55), ('antian', 55), ('greenvines綠藤生機', 53), ('senscience', 53), ('cezanne', 50), ('eva', 50), ('heinz亨式', 50), ('alpecin', 50), ('hanskin', 50), ('ehrmann', 50)]"
2227,菇王,[],"[('菇王食品', 67), ('獅王', 50), ('花王', 50), ('味王', 50), ('王牌', 50), ('南王', 50), ('王朝', 50), ('大王', 50)]"
2228,neocell妮兒,[],"[('excel', 57), ('neo-tec妮傲絲翠', 50), ('neoflam', 50), ('merrell', 50)]"
2229,st雞仔牌,[],"[('stb', 50)]"
2230,dr.may美博士,[],"[('dr.harvey哈維博士', 64), ('dear my', 62), ('derma', 57), ('dr.spa', 53), ('dermal', 53), ('a-derma艾芙美', 53), ('dr.jart+', 50), ('dr.link林克博士', 50), ('dermisa', 50)]"
2231,wild ferns帕爾氏,[],"[('persil', 53), ('wet n wild', 52)]"
2232,silverstone銀欣,[],"[('strivectin', 52), ('mistine', 50), ('les nez', 50)]"
2233,yendar研達,[],"[('wedar', 62), ('yeaster', 53), ('nars', 50), ('mondariz', 50), ('vencedor', 50), ('tundra渴達', 50)]"
2234,gudetama蛋黃哥,[],"[('delta', 50), ('derma', 50), ('utamaro東邦', 50)]"
2235,furimori富力森,[],"[('frisian富力鮮', 57), ('fujimaru', 53)]"
2236,廚膳師,[],"[('小廚師', 67)]"
2237,山多力,[],"[('sdl山多力', 67)]"
2238,myhouse,[],"[('momus', 67), ('youus', 67), ('one house', 62), ('miyoshi', 57), ('mustela', 57), ('etude house', 56), ('more', 55), ('yome', 55), ('maycheer', 53), ('may shop', 53), ('oster', 50), ('honey', 50), ('lotus', 50), ('24h cosme', 50), ('homei', 50), ('yunos', 50), ('granola house', 50), ('miss rose', 50), ('homer', 50)]"
2239,沐潤,[],"[('森潤', 50), ('珂潤', 50)]"
2240,樂亦康,[],[]
2241,nail labo,[],"[('le labo', 75), ('labo labo', 67), ('lanami', 67), ('cover nail', 63), ('leanani', 62), ('sabon', 57), ('natural lady', 57), ('w.lab', 57), ('vanilla blanc', 55), ('lily&color', 53), ('milani', 53), ('mk lab', 53), ('bonika', 53), ('lapolo', 53), ('lavons', 53), ('bandai', 53), ('noodle & boo', 53), ('noodle&boo', 53), ('snails', 53)]"
2242,樂趣,[],"[('刷樂', 50), ('樂邁', 50), ('福樂', 50), ('樂天', 50), ('樂金', 50), ('泡樂', 50), ('樂活', 50), ('美樂', 50)]"
2243,t-sing,[],"[('insight', 62), ('spring曙光', 57), ('dashing diva', 56), ('star fashion', 56), ('sukin', 55), ('intex', 55), ('ringo', 55), ('sigma', 55), ('swift', 55), ('kensington肯辛通', 53), ('swissdent', 53), ('instinct原點', 50), ('switch', 50), ('jigott', 50), ('vinata', 50), ('duskin', 50), ('kingston晶燉', 50), ('mihong', 50), ('skinpastel', 50)]"
2244,tilley皇家特莉,"[('tilley百年特莉', 80)]","[('tilley百年特莉', 80), ('illy', 57), ('eilles', 50)]"
2245,川西,[],"[('西北', 50), ('川雲', 50), ('西華', 50), ('川中', 50)]"
2246,multee摩堤,[],"[('mutti慕堤', 53), ('mustela', 53), ('tepe', 50), ('murfeeli', 50)]"
2247,西妍院,[],[]
2248,stb,[],"[('staub', 75), ('soto', 57), ('saba', 57), ('post', 57), ('justherb', 55), ('rasto', 50), ('crest', 50), ('sabon', 50), ('oster', 50), ('twist', 50), ('sheba', 50), ('b +', 50), ('st雞仔牌', 50), ('tklab', 50), ('starbucks', 50), ('temba', 50), ('swift', 50)]"
2249,lian li聯力,[],"[('holika holika', 55), ('milani', 53), ('lideal', 53), ('lanami', 53), ('chian pin強品', 50), ('leanani', 50), ('hi-life', 50), ('lalil樂靈', 50), ('le labo', 50), ('lilfant', 50)]"
2250,卡汶克萊,[],[]
2251,咖啡綠商號,[],"[('藏咖啡', 50)]"
2252,buder普德,[],"[('butler', 62), ('weider威德', 53), ('de buyer', 53), ('wonder旺德', 53), ('burberry', 53), ('purederm', 53), ('dermal德瑪', 53), ('derma丹麥德瑪', 50), ('derma', 50), ('deary', 50), ('deerma德爾瑪', 50), ('burge', 50), ('buydeem北鼎', 50), ('evoluderm', 50), ('lubriderm', 50)]"
2253,leun plus,[],"[('in-plus贏', 71), ('life-do.plus', 67), ('g-plus', 67), ('boneplus', 59), ('eunyul', 53), (""pet's love"", 53), (""hunt's"", 53), ('unidus', 53), ('21plus', 53), ('lole’s', 53), ('lafe’s', 53), ('etude house', 50), ('simple life', 50), ('freeplus芙莉思', 50), ('pure beauty', 50), ('lunasol', 50), ('lululun', 50), ('leopold', 50), (""pure'n soft"", 50)]"
2254,nestea雀巢茶品,[],"[('nestle雀巢', 78), ('lestar', 50), ('arnest', 50), ('neatex', 50)]"
2255,hereu,[],"[('heme', 67), ('heum', 67), ('haru', 67), ('chefrun', 67), ('cherie法麗', 62), ('three', 60), ('homer', 60), ('heartfelt', 57), ('heme喜蜜', 55), ('cheers', 55), ('hyperx', 55), ('cherry', 55), ('herb植萃', 55), ('chifure', 50), ('heran禾聯', 50), ('macherie瑪宣妮', 50), (""q'her植感"", 50), ('haier海爾', 50), ('che gel', 50)]"
2256,自然派,[],"[('自然零', 67), ('饅自然', 67), ('自然之綠', 57), ('自然主義', 57), ('福樂自然零', 50), ('東森自然美', 50)]"
2257,vitabox,[],"[('vita', 73), ('vitamix', 71), ('vinata', 62), ('vitantonio', 59), ('vitasoy維他奶', 59), ('tabasco', 57), ('apivita', 57), ('revital', 57), ('vitamer', 57), ('ciao', 55), ('aibo', 55), ('vivo', 55), ('xbox', 55), ('vico', 55), ('vbot', 55), ('aito', 55), ('hito', 55), ('evita艾薇塔', 53), ('capitano', 53)]"
2258,大河,[],"[('大金', 50), ('大正', 50), ('屏大', 50), ('大研', 50), ('大醬', 50), ('大王', 50), ('大芳', 50), ('大昌', 50)]"
2259,aurora myza,[],"[('aroma', 62), ('saraya', 59), ('aroma zone', 57), ('aroha triz', 57), ('dear my', 56), ('rosy rosa', 50), ('idea auto', 50), ('bon aroma', 50), ('akuma', 50), ('azoma', 50)]"
2260,coleman,[],"[('coghlans', 67), ('solan', 67), ('algemarin', 62), ('romand', 62), ('covermark', 62), ('toplan', 62), ('eclear', 62), ('golden', 62), ('cooler master', 60), ('cezanne', 57), ('lexma雷馬', 57), ('ehrmann', 57), ('saholea', 57), ('biolead', 57), ('tescoma', 57), ('leanani', 57), ('lemin立明', 57), ('coolermaster酷碼', 57), ('sole', 55)]"
2261,sandokkaebi山鬼怪,[],"[('bandai', 50)]"
2262,life-do.plus,[],"[('leun plus', 67), ('simple life', 61), ('boneplus', 60), ('in-plus贏', 60), ('g-plus', 56), ('lole’s', 56), ('golife', 56), ('lafe’s', 56), ('udilife', 53), ('hi-life', 53), ('freeplus芙莉思', 52), ('mediplus美樂思', 52), ('double power', 50), ('morelife', 50)]"
2263,kozi,[],"[('koji', 75), ('kokie', 67), ('kopiko', 60), ('kazi卡滋', 60), ('hoi', 57), ('opi', 57), ('kolin歌林', 55), ('ozio歐姬兒', 55), ('koizumi小泉成器', 53), ('ozawakei', 50), ('osim', 50), ('kiki', 50), ('koyo', 50), ('kiss', 50), ('orip', 50), ('hori', 50), ('pomi', 50), ('kozawa小澤', 50), ('ozen', 50)]"
2264,美聯社,[],[]
2265,eupa優柏,"[('eupa', 80)]","[('eupa', 80), ('pupa', 60), ('優柏', 50), ('quaplar葵柏兒', 50), ('elujai', 50)]"
2266,axa,[],"[('aha', 67), ('saba', 57), ('fafa', 57), ('mama', 57), ('tata', 57), ('casa', 57), ('ayam', 57), ('sasa', 57), ('fala', 57), ('haba', 57), ('baan', 57), ('anua', 57), ('abba', 57), ('omax', 57), ('aixia愛喜雅', 55), ('amida', 50), ('asahi', 50), ('atake', 50), ('isana', 50)]"
2267,arnest,[],"[('crest', 73), ('farcent', 62), ('beanies', 62), ('arex sport', 62), ('nars', 60), ('ange', 60), ('botanist', 57), ('nestle雀巢', 57), ('forest森鮮', 57), ('avengers', 57), ('dayneeds', 57), ('staresso', 57), ('natures care', 56), ('mega harvest', 56), ('a-star bones', 56), ('st.clare聖克萊爾', 56), ('parrs', 55), ('rasto', 55), ('ariel', 55)]"
2268,nutra tech皇冠,[],"[('fantech', 53), ('nature tree', 52), ('natura siberica', 52), ('nutram紐頓', 50), ('integrate櫻特芮', 50), ('nutrience紐崔斯', 50)]"
2269,beloved&co,[],"[('bevy c.', 62), ('elecom', 62), ('relove', 62), ('forbelovedone寵愛之名', 59), ('bb love', 59), ('blendtec', 56), ('gelovery', 56), (""john's blend"", 55), ('banila co', 53), ('loupedeck', 53), ('love more愛戀膜法', 52), ('bloody', 50), ('velcos', 50), (""pet's love"", 50), ('econeco繪子貓', 50), ('oven-baked', 50), ('clover', 50), ('lole’s', 50), ('ecover', 50)]"
2270,psk寶絲汀,[],"[(""pro'skit寶工"", 50)]"
2271,diplona,[],"[('qidina', 62), ('diadora', 57), ('madonna', 57), ('fila', 55), ('pony', 55), ('luna', 55), ('dior', 55), ('ifoa', 55), ('odlo', 55), ('plas', 55), ('pola', 55), ('vilson米森', 53), ('orion', 50), ('dyson', 50), ('isana', 50), ('delta', 50), ('avila', 50), ('iroka', 50), ('filco', 50)]"
2272,celvoke,[],"[('clover', 62), ('relove', 62), ('ciaoke', 62), ('celefit', 57), ('deve', 55), ('cock', 55), ('ekel', 55), ('care linkage', 53), ('evolve伊法', 53), ('gelovery', 53), ('excel', 50), ('cerave適樂膚', 50), ('love code戀愛密碼', 50), ('mellsavon', 50), ('lotte', 50), ('melko', 50), ('melano cc', 50), ('kokie', 50), ('olive', 50)]"
2273,bluebay倍力,[],"[('beauty', 53), ('blue bay倍力', 53), ('bosley', 53), ('beautyeasy', 53), ('biolead', 50), ('alobaby', 50)]"
2274,miss seesaw,[],"[('miss rose', 70), ('missha', 59), ('sweets sweets', 58), ('mr&miss', 56), ('miss nella妮娜小姐', 56), (""i'nesvia"", 53), ('visee', 50), ('kiss new york', 50), (""she's"", 50), ('midea', 50), ('medi-peel', 50)]"
2275,antian,[],"[('artisan', 77), ('hanskin', 62), ('uniqman', 62), ('fanta芬達', 62), ('arencia', 62), ('leanani', 62), ('tata', 60), ('baan', 60), ('anua', 60), ('dr.satin', 57), ('amtran瑞軒', 57), ('contin康定', 57), ('sangaria', 57), ('kanokwan', 57), ('capitano', 57), ('dent-inn', 57), ('new anna', 57), ('amida', 55), ('atake', 55)]"
2276,紅豆食府,[],[]
2277,time leisure,[],"[('simple life', 61), ('lirene', 56), ('the laundress', 56), ('fiesta pure shine', 55), ('pure smile', 55), ('mistine', 53), ('les nez', 53), ('nature tree', 52), ('medi flower', 52), (""men's biore"", 52), ('the saem', 50), ('robert timms', 50), ('blue diamond', 50), ('tresemme', 50), ('bluepine', 50), ('fleurient芙樂莉', 50)]"
2278,apivita,"[('apivita艾蜜塔', 82)]","[('apivita艾蜜塔', 82), ('vita', 73), ('avila', 67), ('capitano', 67), ('vinata', 62), ('zavida', 62), ('akimia', 62), ('vitamix', 57), ('vitabox', 57), ('revital', 57), ('familia', 57), ('alovivi', 57), ('vitamer', 57), ('swissvita薇佳', 56), ('tata', 55), ('aito', 55), ('gavi', 55), ('evita艾薇塔', 53), ('aixia愛喜雅', 53)]"
2279,大醬,[],"[('大金', 50), ('大正', 50), ('屏大', 50), ('大研', 50), ('大河', 50), ('大王', 50), ('大芳', 50), ('大昌', 50)]"
2280,chu,[],"[('chifure', 60), ('catchup', 60), ('chefrun', 60), ('chin su', 60), ('heum', 57), ('haru', 57), ('club', 57), ('cure', 57), ('hulu cat', 55), ('a.h.c', 50), ('nicoh', 50), ('cuoco', 50), ('hug哈格', 50), ('hereu', 50), ('goshu', 50)]"
2281,金車補給園,[],"[('金車', 57)]"
2282,芙蘿娜,[],[]
2283,舒澡,[],"[('舒潔', 50), ('澡享', 50), ('舒跑', 50), ('朵舒', 50), ('舒珊', 50)]"
2284,okura biki大倉美記,[],[]
2285,vd唯白,[],[]
2286,jonzac森朵恩泉,[],"[('jonzac', 75)]"
2287,perrier沛綠雅,[],"[('superfiber', 60), ('perioe倍麗兒', 53), ('ice river', 53), ('persil', 50), ('prreti', 50)]"
2288,戀戀,[],"[('戀戀情人', 67), ('爵戀', 50), ('眷戀', 50)]"
2289,c.d.p愛在普羅旺斯,[],[]
2290,sdl山多力,[],"[('山多力', 67), ('sl', 50)]"
2291,cosmos,[],"[('combo', 73), ('ms.cosmed', 67), ('brain cosmos', 67), ('formosa', 62), ('oshimon', 62), ('osim', 60), ('ecos', 60), ('domo', 60), ('cass', 60), ('ecostore', 57), ('tomomasu', 57), ('vt cosmetics', 56), ('momus', 55), ('omory', 55), ('cuoco', 55), ('combi', 55), ('logos', 55), ('osuma', 55), ('rosy rosa', 53)]"
2292,牧實,[],"[('牧真', 50)]"
2293,avengers,[],"[('avene雅漾', 67), ('ange', 67), ('vencedor', 62), ('kangaroos', 59), ('cheers', 57), ('lavons', 57), ('arnest', 57), ('ivenor', 57), (""age20's"", 53), ('beanies', 53), ('traveler旅行者', 53), ('thayers', 53), ('venus marble', 50), ('skechers', 50), ('converse', 50), ('nars', 50), ('natures care', 50), ('enne', 50), ('enherb恩荷', 50)]"
2294,bosley,[],"[('oakley', 67), ('osmile', 67), ('e-books', 62), ('biolead', 62), ('le labo', 62), ('sole', 60), ('posy', 60), ('bone', 60), ('oasy', 60), ('biore', 55), ('oster', 55), ('honey', 55), ('olive', 55), ('wooly', 55), ('bluebay倍力', 53), ('olay歐蕾', 50), ('kose高絲', 50), ('bloody', 50), ('bladez', 50)]"
2295,韓波俐,[],[]
2296,sunhow上豪,[],"[('suunto', 57), ('uno', 55), ('now!', 55), ('osun', 50)]"
2297,treewalker,"[('tree walker', 95), ('treewalker露遊', 91)]","[('tree walker', 95), ('treewalker露遊', 91), ('realme', 62), ('tunemakers', 60), ('traveler旅行者', 57), ('tresemme', 56), ('wonder trend', 55), ('atake', 53), ('three', 53), ('revablend', 53), ('steelseries賽睿', 52), ('real nature瑞威', 52), ('reebok', 50), ('teapower茶寶', 50), ('breeza', 50), ('naturehike', 50), ('le creuset', 50), ('relove', 50), ('butler', 50)]"
2298,潔倍,[],"[('舒潔', 50), ('潔芬', 50), ('普潔', 50), ('亮潔', 50)]"
2299,靖,[],[]
2300,olive,[],"[('golife', 73), ('palmolive', 71), ('sole', 67), ('evolve伊法', 62), ('morelife', 62), ('kokie', 60), ('solvallee', 57), ('dove多芬', 55), ('clover', 55), ('lirene', 55), ('relove', 55), ('lideal', 55), ('google', 55), ('bosley', 55), ('oakley', 55), ('oulisi', 55), ('ivenor', 55), ('ezlife', 55), ('poli波力', 55)]"
2301,center-in,[],"[('dent-inn', 71), ('create ion創離子', 64), ('scentio', 62), ('contin康定', 59), ('cheerios', 59), ('create dentfine', 58), ('ocean spring', 57), ('envin', 57), ('one thing', 56), ('eternal basic', 55), ('extra mineral', 55), ('cheers', 53), ('fine color', 53), ('antian', 53), ('cover nail', 53), ('der jinn德晉', 53), ('skin biotheory', 52), ('cezanne', 50), ('chian pin強品', 50)]"
2302,cover nail,[],"[('covermark', 63), ('nail labo', 63), ('vernal唯娜露', 63), ('clover', 62), ('corona', 62), ('ecover', 62), ('lily&color', 60), ('corsini', 59), ('ricenal', 59), ('milk&co', 59), ('converse', 56), ('ecover宜珂', 56), ('cc daily', 56), ('venalisa', 56), ('real power瑞威', 55), ('opera', 53), ('center-in', 53), ('thai coco', 53), ('orasi', 53)]"
2303,維大力,[],"[('維力原祖', 57), ('維力炸醬麵', 50), ('維力媽媽麵', 50)]"
2304,桃潤肌,[],"[('鉑潤肌', 67)]"
2305,澤井,[],"[('澤井咖啡', 67), ('康澤', 50), ('椒井', 50), ('松井', 50), ('小澤', 50)]"
2306,cabreiroa,[],"[('arencia', 62), ('babaria', 62), ('herbal care', 60), ('berioska', 59), ('carein康茵', 59), ('iroka', 57), ('brita', 57), ('care linkage', 57), ('aroma', 57), ('rico baby', 56), ('personal care柏詩克萊', 54), ('carome.', 53), ('siroca', 53), ('breeza', 53), ('corona', 53), ('barrio', 53), ('argelan', 50), ('oh-care歐克威爾', 50), ('orihiro', 50)]"
2307,nurturepro天然密碼,[],[]
2308,rivo,[],"[('vivo', 75), ('orion', 67), ('ringo', 67), ('ivory', 67), ('rico芮可', 60), ('ivenor', 60), ('barrio', 60), ('pri', 57), ('orihiro', 55), ('rhino犀牛', 55), ('marvo魔蠍', 55), ('ryo呂', 50), ('ciao', 50), ('aibo', 50), ('berioska', 50), ('rinpoo潤波', 50), ('iris', 50), ('briochin', 50), ('rire', 50)]"
2309,鮮烘咖啡工作室,[],"[('臥龍咖啡工作室', 71), ('咖啡工廠', 55)]"
2310,mihong,[],"[('mizon', 73), ('mon', 67), ('kumnong', 62), ('hongo鴻果', 62), ('honk', 60), ('champion', 57), ('monge瑪恩吉', 57), ('xinchang', 57), ('mloong曼龍', 57), ('min shiang名象', 56), ('orion', 55), ('honey', 55), ('ringo', 55), ('miine', 55), ('amino', 55), ('demon', 55), ('heysong黑松', 53), ('moonlight', 53), ('masions美心', 53)]"
2311,beautydisplay,[],"[('beautyeasy', 70), ('ks beauty', 64), ('bella beauty', 64), ('beauty', 63), ('beauty credit', 62), ('beautia倍立雅', 61), ('my beauty diary我的美麗日記', 59), ('pure beauty', 58), ('beautymaker', 58), ('kaibeauty', 55), ('mandom beauty', 54), ('malibu beauty', 54), ('lumina beauty care', 52), ('love beauty and planet', 51), ('pink by pure beauty', 50), ('j.catbeauty', 50), ('beanies', 50), ('diplona', 50), ('artisan', 50)]"
2312,green finger綠手指,"[('green finger', 89)]","[('green finger', 89), ('green fish葛林菲', 57)]"
2313,lumina露蜜,[],"[('lumikenka露米', 74), ('luna', 67), ('luna曜越', 57), ('lunasol', 53), ('gourmia', 53), ('lemin立明', 53), ('puma', 50), ('miau', 50), ('columbia哥倫比亞', 50), ('bluepine', 50)]"
2314,tata,[],"[('atake', 67), ('yotta', 67), ('ttmax', 67), ('taiga', 67), ('catuna', 60), ('qtta東洋', 60), ('kitcat', 60), ('vinata', 60), ('antian', 60), ('tcstar', 60), ('a star', 60), ('axa', 57), ('aha', 57), ('tau', 57), ('tabasco', 55), ('taiga大河', 55), ('joajota', 55), ('fanta芬達', 55), ('matador', 55)]"
2315,drip bag coffee,[],"[('yy bean coffee', 69), ('tribo coffee', 67), (""coffret d'or"", 59), ('key coffee', 56), ('tcoffee', 55), ('dr.choice', 50), ('beauty credit', 50)]"
2316,jc咖啡,[],"[('jvc', 57), ('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]"
