,cleaned_brand,certain,sim
2889,fresh line,[],"[('dr.shine', 67), ('frischli', 67), ('care linkage', 64), ('freshel膚蕊', 63), ('refine', 62), ('farlin', 62), ('le creuset', 60), ('fiesta pure shine', 59), ('hi-life', 59), ('les nez', 59), ('petal fresh沛特斯', 58), ('ushine farm御膳房', 58), ('friskies', 56), ('morelife', 56), ('fresh馥蕾詩', 56), ('a freschi srl艾富鮮', 54), ('minor figures小人物', 54), ('natural fresh自然鮮', 54), ('j-lin', 53)]"
2890,odlo,[],"[('lapolo', 60), ('modori', 60), ('zoo', 57), ('esfolio', 55), ('cocodor', 55), ('so good', 55), ('diplona', 55), ('soto', 50), ('tom ford', 50), ('r.q.polo', 50), ('oppo', 50), ('sole', 50), ('koyo', 50), ('ecologic', 50), ('dydo', 50), ('hola', 50), ('jordon橋登', 50), ('lobo', 50), ('oklao歐客佬', 50)]"
2891,aatu奧圖,[],"[('catuna', 50)]"
2892,senscience,[],"[('stemcin', 59), ('enne', 57), ('esense逸盛', 56), ('esense酷涼', 56), ('skincure', 56), ('nutrience紐崔斯', 55), ('inessence怡森氏', 55), ('envin', 53), ('genuine捷元', 53), ('refine', 50), ('instinct原點', 50), ('escents伊聖詩', 50), ('1st choice', 50), ('nacnac', 50), ('lirene', 50), ('shanen', 50), ('secret key', 50), ('scented candle', 50), ('strivectin', 50)]"
2893,ks beauty,"[('beauty', 80)]","[('beauty', 80), ('beautyeasy', 74), ('j.catbeauty', 70), ('pure beauty', 70), ('beautymaker', 70), ('kaibeauty', 67), ('bella beauty', 67), ('u beauty澳洲依美油', 64), ('beautydisplay', 64), ('mandom beauty', 64), ('beauty credit', 64), ('malibu beauty', 64), (""burt's bees"", 60), ('pink by pure beauty', 57), ('benks', 57), ('us baby優生', 56), ('beauty buffet天天美麗', 54), (""hunt's"", 53), ('beautia倍立雅', 53)]"
2894,mumchit默契,"[('mumchit', 88)]","[('mumchit', 88), ('maychic', 50)]"
2895,oulisi,[],"[('suisai', 67), ('bioliss', 62), ('osim', 60), ('loshi', 55), ('momus', 55), ('lotus', 55), ('olive', 55), ('youus', 55), ('orasi', 55), ('flowfushi', 53), ('profusion', 53), ('gold suite', 50), ('unidus', 50), ('duskin', 50), ('useemi', 50), ('liphip', 50), ('poli波力', 50), ('lole’s', 50), ('fossil', 50)]"
2896,face+,"[('ace', 86)]","[('ace', 86), ('ayce', 75), ('farcent', 73), ('fancl', 67), ('amice', 67), ('acer宏碁', 60), ('natice', 60), ('abc', 57), ('ahc', 57), ('3ce', 57), ('farcent花仙子', 57), ('fzc', 57), ('aoc', 57), ('lac', 57), ('ufc', 57), ('afc', 57), ('nac', 57), ('fancl芳珂', 55), ('foramen', 55)]"
2897,greenpan,"[('greenon', 80)]","[('greenon', 80), ('green綠的', 67), ('green pharmacy', 64), ('greens葛莉思', 59), ('greenwood', 59), ('breeza', 57), ('greenvines綠藤生機', 55), ('argelan', 53), ('greenies新健綠', 53), ('arencia', 53), ('okogreen生態綠', 53), ('leanani', 53), ('ricenal', 53), ('eupa', 50), ('enne', 50), ('green finger', 50)]"
2898,legere蘭吉兒,"[(""l'egere蘭吉兒"", 84)]","[(""l'egere蘭吉兒"", 84), ('laneige蘭芝', 56), ('vegepet維吉', 56)]"
2899,麗美,"[('麗美盛', 80)]","[('麗美盛', 80), ('荷麗美加', 67), ('義美', 50), ('美琪', 50), ('麗仕', 50), ('美則', 50), ('美樂', 50), ('麗白', 50), ('美寧', 50), ('麗莎', 50), ('源美', 50), ('麗奇', 50), ('台麗', 50), ('ud優麗美人', 50), ('美琦', 50), ('美的', 50)]"
2900,zodiac諾帝亞,[],[]
2901,benefit斑尼菲,[],"[('benefit貝玲妃', 70), ('celefit', 59), ('befit星品牌', 56), ('natural benefits純在', 50), ('knf康尼菲', 50)]"
2902,傳貴,[],[]
2903,vh,[],"[('hb', 50), ('qv', 50), ('vv', 50), ('hq', 50), ('bh', 50), ('vt', 50)]"
2904,tau,[],"[('staub', 75), ('takumi', 67), ('targus', 67), ('dtaudio', 60), ('eau耀', 57), ('vita', 57), ('haru', 57), ('miau', 57), ('tata', 57), ('turk', 57), ('anua', 57), ('thai', 57), ('tatung大同', 55), ('takura田倉', 55), ('tomomasu', 55), ('uni star', 55), ('atake', 50), ('delta', 50), ('timaru堤瑪露', 50)]"
2905,fala,[],"[('fila', 75), ('fafa', 75), ('familia', 73), ('avila', 67), ('fancl', 67), ('flair', 67), ('sacla', 67), ('alyea', 67), ('aula狼蛛', 60), ('alya歐漾', 60), (""d'alba"", 60), ('farlin', 60), ('lac', 57), ('axa', 57), ('aha', 57), ('fancl芳珂', 55), ('tefal特福', 55), ('argelan', 55), ('neoflam', 55)]"
2906,sangaria,"[('sangaria山加利', 84)]","[('sangaria山加利', 84), ('niagara', 67), ('babaria', 67), ('isana', 62), ('angfa', 62), ('algemarin', 59), ('kangaroos', 59), ('anriea艾黎亞', 59), ('manara曼娜麗', 59), ('agafia阿卡菲', 59), ('sana莎娜', 57), ('garmin', 57), ('saraya', 57), ('antian', 57), ('bandai', 57), ('lanami', 57), ('canary', 57), ('sang-a', 57), ('snails', 57)]"
2907,smith+nephew史耐輝,[],"[('esthe dew', 50)]"
2908,健喬信元,[],[]
2909,paris fashion巴黎香氛,[],"[('paris fragrance巴黎香氛', 72), ('star fashion', 69), ('clair paris', 57)]"
2910,disney,"[('disney迪士尼', 80)]","[('disney迪士尼', 80), ('sneaky', 67), ('mistine', 62), ('sony', 60), ('dr.shine', 57), ('visee', 55), ('dyson', 55), ('isana', 55), ('intex', 55), ('honey', 55), ('deary', 55), ('miine', 55), ('downy', 55), ('ediya', 55), ('new beads', 53), ('isntree艾草', 53), ('kiss new york', 53), ('refine', 50), ('adidas', 50)]"
2911,super mild詩波蜜柔,"[('super mild', 83)]","[('super mild', 83), ('super pad', 61), ('super love', 58), ('pure mind', 52), ('superfood lab', 52), ('gold suite', 50)]"
2912,outsy select,[],"[('iselect', 63), ('sweets sweets', 56), ('secret key', 55), ('emo perfect', 52), ('sweep robot', 52), ('cozy pet', 50), ('bella beauty', 50)]"
2913,kiwi safe吉維氏,[],"[('kiwipet', 53), ('skinlife', 50)]"
2914,simple sense]心僕鮮食],[],"[('simple life', 57), ('sniper 掠食者', 52)]"
2915,義大利金杯咖啡,[],[]
2916,理研,[],"[('工研', 50), ('大研', 50)]"
2917,angfa scalp-d beaute angfad絲凱露,[],[]
2918,naturaverde自然之綠,[],"[('nature tree', 62), ('nature story自然物語', 58), ('real nature瑞威', 57), ('naturehike', 56), ('naturie', 55), ('natureke紐崔克', 54), ('nature republic', 53), ('natura siberica', 53), ('natureby', 52), ('naturals', 52), ('natural d', 50), ('naturactor娜拉兒', 50), ('natural10++', 50)]"
2919,ford,[],"[('tom ford', 67), ('frudia', 60), ('jordan', 60), ('nor.', 57), ('foramen', 55), ('flormar', 55), ('oneroad', 55), ('forcans', 55), ('formosa', 55), ('flavour', 55), ('medi flower', 53), ('more', 50), ('forest森鮮', 50), ('jordon橋登', 50), ('orip', 50), ('hori', 50), ('b.friend', 50), ('dior', 50), ('ifoa', 50)]"
2920,gourmet,[],"[('gourmia', 71), ('t core', 62), ('gum', 60), ('foramen', 57), ('more', 55), ('pure', 55), ('yome', 55), ('cure', 55), ('gimpet竣寶', 53), ('glysomed', 53), ('forest森鮮', 53), ('biore', 50), ('sour3', 50), ('crest', 50), ('pure猋', 50), ('burge', 50), ('homei', 50), ('powermate', 50), ('goshu', 50)]"
2921,push!,[],"[('rausch', 60), ('g-plus', 60), ('21plus', 60), ('she', 57), ('msh', 57), ('puma', 50), ('pupa', 50), ('boneplus', 50), ('hau sanh', 50), ('pure', 50), ('puku', 50), ('justherb', 50), ('in-plus贏', 50), ('posy', 50), ('post', 50), ('plas', 50)]"
2922,探險者,[],[]
2923,中華豪井,[],[]
2924,supercoat斯博康,[],"[('percol', 56)]"
2925,金展輝,[],[]
2926,touch in sol光之瀅,[],"[('milk touch', 64), ('sweet touch直覺', 50)]"
2927,好日子,[],[]
2928,ivenor,[],"[('ivory', 73), ('vencedor', 71), ('nor.', 67), ('vivo', 60), ('rivo', 60), ('dior', 60), ('north field', 59), ('avengers', 57), ('r-driver', 57), ('biore', 55), ('aiken', 55), ('ringo', 55), ('olive', 55), ('menow', 55), ('ginpo', 55), ('valor', 55), ('amino', 55), ('aveeno艾惟諾', 53), ('ice river', 53)]"
2929,ladykin蕾蒂金,[],"[('wildkin', 59), ('a’kin', 53), ('olay歐蕾', 50), ('duskin', 50), ('jardin', 50)]"
2930,鼎新,[],"[('新生', 50), ('新格', 50), ('新味', 50), ('新奇', 50), ('皇鼎', 50)]"
2931,eclear,[],"[('clover', 67), ('lestar', 67), ('ecover', 67), ('weleda', 67), ('cesar西莎', 62), ('coleman', 62), ('skechers', 57), ('clean&clear可伶可俐', 57), ('decker百工', 57), ('ecover宜珂', 57), ('heller嘉儀', 57), ('gelovery', 57), ('vencedor', 57), ('excel', 55), ('delta', 55), ('flair', 55), ('deary', 55), ('sacla', 55), ('wedar', 55)]"
2932,茉娜姿,[],"[('moraz茉娜姿', 55)]"
2933,sparkle,"[('sparkeau', 80)]","[('sparkeau', 80), ('sparkles sp', 78), ('arlem', 67), ('akvile', 62), ('oakley', 62), ('saholea', 57), ('pc park', 57), ('sole', 55), ('pure', 55), ('simple清妍', 53), ('skinlife', 53), ('staresso', 53), ('k-palette', 50), ('parrs', 50), ('ariel', 50), ('haken', 50), ('atake', 50), ('pure猋', 50), ('aiken', 50)]"
2934,botanical esthe,[],"[('botanist', 70), ('botanical 1st', 64), ('botanical all-in-one', 63), ('the public organic', 61), ('eternal basic', 57), ('bondi wash', 56), ('beanies', 55), ('on the body', 54), ('the ordinary', 52), ('black monster', 50), ('the body shop', 50), ('banila co', 50), ('thebalm cosmetics', 50), ('sant’anna', 50), ('the laundress', 50), ('esthe dew', 50)]"
2935,biofuture苾菲絲,[],"[('biore', 59), ('biore蜜妮', 53), ('chifure', 53), ('bifesta碧菲絲特', 52), ('pure beauty', 52), ('boutique璞莉可', 52), ('labiotte', 50)]"
2936,romel l羅蜜歐,[],"[('romeo l.微繫時光', 55), ('carome.', 50), ('lv primeblue藍帶', 50)]"
2937,米物,[],"[('小米', 50), ('米家', 50), ('紅米', 50), ('雲米', 50), ('米徠', 50)]"
2938,tunemakers,[],"[('treewalker', 60), ('thayers', 59), ('nars', 57), ('beautymaker', 57), ('mestemacher', 57), ('tree walker', 57), ('quaker桂格', 56), ('treewalker露遊', 55), ('atunas歐都納', 53), ('atake', 53), ('uni water', 53), ('temba', 53), ('cheers', 50), ('teapower茶寶', 50), ('catuna', 50), ('targus', 50), ('naturehike', 50), ('sneaky', 50), ('neatex', 50)]"
2939,nabi,[],"[('bandai', 60), ('natice', 60), ('lanami', 60), ('snails', 60), ('pinpai', 60), ('abc', 57), ('naf', 57), ('nac', 57), ('unlabel', 55), ('naturie', 55), ('leanani', 55), ('sanbisi', 55), ('nacific', 55), ('babaria', 55), ('nars', 50), ('ab統一', 50), ('aibo', 50), ('naive娜艾菩', 50), ('nuby', 50)]"
2940,la casta蕾珂詩,[],"[('plan cat喵洽普', 55), ('t.c.star', 53), ('casa', 53), ('hulu cat', 53), ('sacla', 50)]"
2941,pato.pato,[],"[('patto', 71), ('pantop邦比', 59), ('play station', 57), ('labo labo', 56), ('idea auto', 56), ('toma-pro優格', 53), ('poppop', 53), ('pro plan冠能', 53), ('target pro', 53), ('toplan', 53), ('atopalm愛多康', 53), ('ptnano', 53), ('cnp laboratory', 52), ('plan cat喵洽普', 50), ('st.malo', 50), ('matador', 50), ('kit cat', 50), ('atorrege ad+', 50), ('amino mason', 50)]"
2942,wildalp,[],"[('lideal', 62), ('weleda', 62), ('wildkin', 57), ('illy', 55), ('fila', 55), ('hida', 55), ('lcdp', 55), ('amida', 50), ('avila', 50), ('wedar', 50), ('midea', 50), ('kidol', 50)]"
2943,urban decay,[],"[('urban apothecary', 74), ('baby banana', 55), ('pure beauty', 55), ('herbal care', 55), ('ayerllan', 53), ('natural lady', 52), ('bella beauty', 52), ('dream trend凱夢', 50), ('derma', 50), ('deary', 50), ('natural d', 50), ('mandom beauty', 50)]"
2944,氧視加,[],[]
2945,superfood lab,[],"[('super pad', 64), ('super mild', 61), ('super love', 61), ('lab series雅男士', 54), ('lapolo', 53), ('superfiber', 52), ('pro plan冠能', 52), ('l’uxpresso', 52), ('super mild詩波蜜柔', 52), ('a+ power', 50), ('leopold', 50), ('le labo', 50), ('wafood made', 50)]"
2946,愛迪生,[],"[('愛生活', 67)]"
2947,pc park,[],"[('sparkle', 57), ('sparkeau', 53), ('m.a.c', 50), ('parrs', 50), ('a.h.c', 50), ('pharmaact', 50), ('black ice', 50), ('pato.pato', 50), ('peach and', 50), ('peppa pig', 50), ('super pad', 50)]"
2948,tesoro鐵修羅,[],"[('tescom', 53), ('toro黑鮪', 53), ('espoir', 53), ('esfolio', 50), ('sapporo', 50), ('shower mate', 50), ('tescoma', 50)]"
2949,mistral美寧,[],"[('mirae未來美', 59), ('s+miracle', 56), ('missha', 53), ('amstel', 53), ('mr&miss', 50), ('mistine', 50), ('revital', 50), ('dermisa', 50), ('oster美國', 50), ('mustela', 50)]"
2950,catchup,[],"[('cat chow', 67), ('hulu cat', 67), ('catuna', 62), ('chu', 60), ('cap', 60), ('fantech', 57), ('peach c', 57), ('a.h.c', 50), ('ac makeup', 50), ('catpool貓侍', 50), ('arcticpet', 50)]"
2951,thai coco,[],"[('cocochi', 75), ('cocchi', 67), ('thai', 62), ('cc daily', 59), ('conoha沐予', 59), ('cuoco', 57), ('hinata bocco', 57), ('one thing', 56), ('real thai', 56), ('thebalm cosmetics', 54), ('lily&color', 53), ('t core', 53), ('corona', 53), ('fine color', 53), ('cover nail', 53), ('cosmic mansion', 52), ('on the body', 50), ('vt cica', 50), ('cocodor', 50)]"
2952,dr.歐思佛,[],"[('dr.藝群', 55), ('dr.vt', 55), ('dr.spa', 50)]"
2953,芭弗莎林,[],[]
2954,mixim potion,[],"[('mikimoto御木本', 61), ('jmsolution', 55), ('minon aminomoist蜜濃', 53), ('mistine', 53), ('timotei', 53), ('party mix喜躍', 52), ('champion', 50), ('pon pon manman澎澎', 50), ('pony memebox', 50), ('ioio', 50), ('proton普騰', 50)]"
2955,臻愛,[],"[('愛喜', 50), ('愛買', 50), ('愛力', 50), ('愛爾', 50), ('真愛', 50), ('愛康', 50), ('愛棒', 50), ('愛華', 50)]"
2956,miine,"[('mistine', 83)]","[('mistine', 83), ('aipinyue', 62), ('kirin', 60), ('intex', 60), ('midea', 60), ('amice', 60), ('amino', 60), ('mizon', 60), ('pure mind', 57), ('refine', 55), ('milani', 55), ('garmin', 55), ('qidina', 55), ('lirene', 55), ('gemini', 55), ('mihong', 55), ('disney', 55), ('osmile', 55), ('minties猛特斯', 53)]"
2957,famiclean全家安,[],"[('familia', 63), ('amice', 59), ('milani', 56), ('foramen', 53), ('farcent', 53), ('coleman', 53), ('fila', 50), ('all clean多益得', 50), ('acmedica', 50), ('face+', 50), ('fala', 50)]"
2958,infothink鋼鐵人,"[('infothink', 86)]","[('infothink', 86), ('briochin', 50)]"
2959,狐狸村,[],[]
2960,o’keeffe’s歐肌膚,[],[]
2961,維多利亞的秘密,[],[]
2962,尚美德,[],[]
2963,keychron,[],"[('skechers', 62), ('kesho', 62), ('corona', 57), ('secret key', 56), ('ehrmann', 53), ('keyra奇拉', 53), ('crown皇冠', 53), ('chefrun', 53), ('champion', 50), ('kent', 50), ('koyo', 50), ('maycheer', 50), ('cheerios', 50), ('ergolink', 50), ('ecos', 50), ('pecobono', 50), ('honk', 50)]"
2964,post,[],"[('posy', 75), ('oster', 67), ('polarstar', 62), ('paos泡舒', 60), ('petest', 60), ('stb', 57), (""pro'skit寶工"", 57), ('st.malo', 55), ('rosette', 55), ('prodiet', 55), ('oster美國', 55), ('botanist', 50), (""pond's旁氏"", 50), ('soto', 50), ('oppo', 50), ('pony', 50), ('osim', 50), ('prosi普洛斯', 50), ('forest森鮮', 50)]"
2965,nailmatic,[],"[('nailholic', 67), ('natice', 67), ('nacific', 62), ('avila', 57), ('amice', 57), ('algemarin', 56), ('banila co', 56), ('milani', 53), ('matric松木家電', 53), ('arctic', 53), ('yamaki', 53), ('dailix', 53), ('nacnac', 53), ('airmate艾美特', 53), ('akimia', 53), ('lanami', 53), ('snails', 53), ('basilic貝喜力', 53), ('nomama', 53)]"
2966,giorgio armani,"[('giorgio armani亞曼尼', 90)]","[('giorgio armani亞曼尼', 90), ('avalon organics', 55), ('amazin graze', 54), ('bon aroma', 52), ('armani亞曼尼', 52), ('aroma zone', 50), ('derma&more', 50), ('aroha triz', 50), ('oui organic唯有機', 50), ('barrio', 50)]"
2967,les nez香鼻子,"[('les nez', 82)]","[('les nez', 82), ('new beads', 53), ('lirene', 50), ('fresh line', 50), ('noble isle', 50)]"
2968,skincode瑞士之鑰,[],"[('skincure', 60), ('skinfood思親膚', 52), ('skinlife', 50)]"
2969,pure純戀,"[('pure', 80)]","[('pure', 80), ('pure猋', 73), ('pureal', 67), ('cure', 60), ('purevivi', 57), ('purederm', 57), ('burge', 55), ('pure.tiful純淨妍', 53), ('pure mind', 53), ('urtale', 50), ('handpurena', 50), ('pure smile', 50), ('prreti', 50)]"
2970,onpro,[],"[('oppo', 67), ('oneroad', 67), ('orion', 60), ('opera', 60), ('juono', 60), ('ginpo', 60), ('jjpro', 60), ('op', 57), ('nespresso', 57), ('poppop', 55), ('maqpro', 55), ('corona', 55), ('joearo', 55), ('apro愛卜', 55), ('toro黑鮪', 55), ('kopiko', 55), ('percol', 55), ('joroma', 55), ('bonton', 55)]"
2971,lilybyred,[],"[('red bull紅牛', 53), ('lirene', 53), ('biolead', 50)]"
2972,犬力食足,[],[]
2973,juejue嚼嚼,[],"[('jumelle', 53)]"
2974,noodle & boo,[],"[('e-books', 59), ('le labo', 59), ('bone', 57), ('only good', 53), ('nail labo', 53), ('bloody', 50), ('daily boost日卜力', 50), ('fine color', 50), ('google', 50), ('bosley', 50), ('noble isle', 50), ('bonton', 50)]"
2975,熊愛咖啡,[],"[('愛戀咖啡', 75), ('藏咖啡', 57), ('熊愛露', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('jc咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('微美咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]"
2976,北海道日高乳業,[],[]
2977,ezlife,[],"[('belif', 73), ('morelife', 71), ('golife', 67), ('udilife', 62), ('simlife', 62), ('hi-life', 62), ('healthlife', 62), ('skinlife', 57), ('petlife統一寶多福', 56), ('meridlife樂益活', 56), ('olive', 55), (""lassie'el"", 53), ('refine', 50), ('realme', 50), ('eilles', 50), ('lirene', 50), ('elecom', 50), ('relove', 50), ('lideal', 50)]"
2978,inessence怡森氏,[],"[('senscience', 55), ('essenso', 53), ('essence cosmetics艾森絲', 50), ('esense逸盛', 50), ('esense酷涼', 50)]"
2979,中祥麵,[],[]
2980,芙玉寶,[],[]
2981,arome by watsons,[],"[('bon aroma', 64), ('watsons', 61), ('collagen by watsons', 57), ('naturals by watsons', 57), ('aromatherapy associates', 56), ('aroma zone', 54), ('watsons屈臣氏', 54), ('amino mason', 52), ('natures care', 50), ('play station', 50)]"
2982,one house,[],"[('thomson', 62), ('myhouse', 62), ('honey', 57), ('double power', 57), ('jo malone', 56), ('profusion', 56), ('ok choice', 56), ('aroma zone', 53), ('useemi', 53), ('le creuset', 53), ('noble isle', 53), ('maison louis marie', 52), ('e-books', 50), ('on the body', 50), ('etude house', 50), ('e-power', 50), ('che gel', 50), ('rosette', 50), ('hofbrauhaus wolters', 50)]"
2983,billy+margot比利瑪格,[],[]
2984,cathy doll凱蒂娃娃,[],"[('cath kidston', 54)]"
2985,soka創禾,[],"[('iroka', 55), ('nokia', 55), ('solac', 55), ('okawa', 55), ('solan', 55), ('siroca', 50), ('bonika', 50), ('skater', 50), ('sowa首華', 50)]"
2986,21plus,[],"[('g-plus', 67), ('plantur 21', 62), ('push!', 60), ('plas', 60), ('boneplus', 57), ('in-plus贏', 57), ('lotus', 55), ('leun plus', 53), ('cosplus光妍', 53), ('plants', 50), ('pl', 50)]"
2987,健康物語,[],"[('健康力', 57), ('蒸健康', 57), ('健康廚房', 50), ('森林物語', 50), ('健康曙光', 50), ('健康快遞', 50), ('每朝健康', 50), ('健康總匯', 50), ('愛伊健康', 50), ('寵愛物語', 50)]"
2988,上海灘阿杜,[],[]
2989,bioneed,[],"[('bone', 73), ('biolead', 71), ('biore', 67), ('one', 60), ('bioneo德國百妮', 59), ('biore蜜妮', 57), ('ronever', 57), ('bioes囍瑞', 57), ('oneroad', 57), ('mr.bone', 57), (""men's biore"", 56), ('idee', 55), ('converse', 53), ('boneplus', 53), ('briochin', 53), ('b.friend', 53), ('blue diamond', 53), ('labiotte', 53), ('bluepine', 53)]"
2990,dust daddy,[],"[('dayneeds', 56), ('us baby優生', 53), ('adidas', 50), ('aroy-d', 50), ('a star', 50)]"
2991,ecos,"[('velcos', 80)]","[('velcos', 80), ('etvos', 67), ('ecostore', 67), ('ecowipes', 67), ('ecs精英', 67), ('teco東元', 60), ('tescom', 60), ('elecom', 60), ('cosmos', 60), ('ecover', 60), ('percol', 60), ('lec', 57), ('ems', 57), ('r.o.c.s', 55), ('tescoma', 55), ('r.o.c.s.', 55), ('corsini', 55), ('corsica', 55), ('benecos蓓蓓珂娜', 53)]"
2992,活力,"[('活力滋', 80), ('優活力', 80)]","[('活力滋', 80), ('優活力', 80), ('活力廚坊', 67), ('活力廚房', 67), ('亞尼活力', 67), ('優活', 50), ('生活', 50), ('波力', 50), ('愛力', 50), ('樂活', 50)]"
2993,poli波力,[],"[('pomi', 60), ('pola', 60), ('olive', 55), ('palmolive', 53), ('波力', 50), ('lapolo', 50), ('espoir', 50), ('pl', 50), ('oulisi', 50), ('dapolulumi', 50), ('percol', 50), ('golife', 50)]"
2994,立菱尹,[],[]
2995,德記,[],"[('威德', 50), ('三記', 50), ('寧記', 50), ('田記', 50), ('福記', 50), ('李記', 50)]"
2996,吉妮斯,[],"[('海吉尼斯', 57)]"
2997,木酢達人,[],[]
2998,attento,[],"[('patto', 67), ('teteo', 67), ('turbo tent', 59), ('catfeet', 57), ('farcent', 57), ('einstok', 57), ('scentio', 57), ('kitchen art', 56), ('kent', 55), ('aito', 55), ('kate tokyo凱婷', 53), ('pantop邦比', 53), ('satter莎特', 53), ('labiotte', 53), ('capitano', 53), ('k-palette', 50), ('pantene潘婷', 50), ('aveeno艾惟諾', 50), ('rasto', 50)]"
2999,star fashion,[],"[('paris fashion巴黎香氛', 69), ('a-star bones', 67), ('a star', 67), ('dashing diva', 58), ('farm stay', 57), ('masions美心', 57), ('t-sing', 56), ('sunstar三詩達', 55), ('watsons', 53), ('fanta芬達', 53), ('st.malo', 53), ('chin su', 53), ('oshimon', 53), ('tai tai fon', 52), ('a freschi srl艾富鮮', 50), ('t.c.star', 50), ('blackmonster', 50), ('nadeshia', 50)]"
